ClosePrice,S_ID,stockdate,symbol,totalposition
1886.0,54.0,2017-02-06 14:59:00,cs,80.0
1886.0,54.0,2017-02-06 14:59:00,cs,80.0
1873.0,54.0,2017-02-07 14:59:00,cs,80.0
1873.0,54.0,2017-02-07 14:59:00,cs,80.0
1883.0,54.0,2017-02-08 14:59:00,cs,80.0
1883.0,54.0,2017-02-08 14:59:00,cs,80.0
1898.0,54.0,2017-02-09 09:08:00,cs,80.0
1894.0,54.0,2017-02-09 09:18:00,cs,80.0
1864.0,54.0,2017-02-09 14:56:00,cs,53.0
1864.0,54.0,2017-02-09 14:59:00,cs,40.0
1864.0,54.0,2017-02-09 14:59:00,cs,40.0
