myindex,sum
20150601_NI,-29940.0
20150601_OI,2360.0
20150601_PP,-90.0
20150601_RB,-390.0
20150601_RM,-960.0
20150601_RU,-11200.0
20150601_SR,1850.0
20150601_TA,400.0
20150601_YY,4380.0
20150601_ZC,-500.0
20150601_ZN,13200.0
20150601_p,-140.0
20150602_A,-1760.0
20150602_AG,75.0
20150602_AL,550.0
20150602_AU,-7499.9
20150602_BU,780.0
20150602_C,200.0
20150602_CF,-1975.0
20150602_CS,-2800.0
20150602_CU,-12750.0
20150602_FG,4140.0
20150602_HC,-930.0
20150602_I,-1250.0
20150602_J,-1100.0
20150602_JD,-875.0
20150602_JM,60.0
20150602_L,-4550.0
20150602_M,-4480.0
20150602_MA,-2520.0
20150602_NI,4232.0
20150602_OI,-1620.0
20150602_PP,-825.0
20150602_RB,-470.0
20150602_RM,1010.0
20150602_RU,100.0
20150602_SR,3220.0
20150602_TA,8270.0
20150602_YY,-2940.0
20150602_ZC,540.0
20150602_ZN,-1475.0
20150602_p,80.0
20150603_A,1320.0
20150603_AG,-285.0
20150603_AL,1525.0
20150603_AU,-11750.01
20150603_BU,-2560.0
20150603_C,3650.0
20150603_CF,-925.0
20150603_CS,520.0
20150603_CU,16300.0
20150603_FG,-4040.0
20150603_HC,-590.0
20150603_I,-2550.0
20150603_J,-7250.0
20150603_JD,7620.0
20150603_JM,-2220.0
20150603_L,-2200.0
20150603_M,-60.0
20150603_MA,350.0
20150603_NI,-12980.0
20150603_OI,-1620.0
20150603_PP,-1015.0
20150603_RB,400.0
20150603_RM,-660.0
20150603_RU,14500.0
20150603_SR,-2260.0
20150603_TA,-5430.0
20150603_YY,-6200.0
20150603_ZC,-1660.0
20150603_ZN,14475.0
20150603_p,-1740.0
20150604_A,4610.0
20150604_AG,11465.0
20150604_AL,5075.0
20150604_AU,12350.02
20150604_BU,2500.0
20150604_C,8520.0
20150604_CF,50.0
20150604_CS,320.0
20150604_CU,32450.0
20150604_FG,-70.0
20150604_HC,-230.0
20150604_I,-2050.0
20150604_J,-11200.0
20150604_JD,-1045.0
20150604_JM,-3660.0
20150604_L,-5300.0
20150604_M,-430.0
20150604_MA,-1790.0
20150604_NI,-5034.0
20150604_OI,-1140.0
20150604_PP,-210.0
20150604_RB,-700.0
20150604_RM,-290.0
20150604_RU,-6100.0
20150604_SR,-830.0
20150604_TA,-120.0
20150604_YY,-820.0
20150604_ZC,-580.0
20150604_ZN,5900.0
20150604_p,0.0
20150605_A,3310.0
20150605_AG,-1305.0
20150605_AL,3250.0
20150605_AU,-1149.95
20150605_BU,1780.0
20150605_C,4060.0
20150605_CF,-25.0
20150605_CS,3650.0
20150605_CU,-18700.0
20150605_FG,-450.0
20150605_HC,1640.0
20150605_I,-400.0
20150605_J,4250.0
20150605_JD,-770.0
20150605_JM,870.0
20150605_L,-925.0
20150605_M,-450.0
20150605_MA,20.0
20150605_NI,-10546.0
20150605_OI,-560.0
20150605_PP,0.0
20150605_RB,1280.0
20150605_RM,-610.0
20150605_RU,0.0
20150605_SR,-450.0
20150605_TA,0.0
20150605_YY,-1920.0
20150605_ZC,1780.0
20150605_ZN,-1225.0
20150605_p,-1240.0
20150608_A,-1240.0
20150608_AG,2535.0
20150608_AL,4050.0
20150608_AU,5350.06
20150608_BU,540.0
20150608_C,-3640.0
20150608_CF,-200.0
20150608_CS,-2260.0
20150608_CU,450.0
20150608_FG,-370.0
20150608_HC,-1370.0
20150608_I,-1400.0
20150608_J,-1000.0
20150608_JD,-1975.0
20150608_JM,-990.0
20150608_L,-1100.0
20150608_M,-780.0
20150608_MA,-1660.0
20150608_NI,19256.0
20150608_OI,860.0
20150608_PP,-665.0
20150608_RB,-1610.0
20150608_RM,240.0
20150608_RU,-100.0
20150608_SR,-540.0
20150608_TA,150.0
20150608_YY,3320.0
20150608_ZC,160.0
20150608_ZN,-1300.0
20150608_p,-5100.0
20150609_A,2280.0
20150609_AG,-255.0
20150609_AL,400.0
20150609_AU,-5699.94
20150609_BU,-2040.0
20150609_C,910.0
20150609_CF,-350.0
20150609_CS,-30.0
20150609_CU,-5250.0
20150609_FG,-400.0
20150609_HC,-530.0
20150609_I,-6200.0
20150609_J,-2950.0
20150609_JD,-335.0
20150609_JM,-1410.0
20150609_L,-11375.0
20150609_M,260.0
20150609_MA,-970.0
20150609_NI,-1830.0
20150609_OI,-480.0
20150609_PP,140.0
20150609_RB,-1080.0
20150609_RM,780.0
20150609_RU,-4150.0
20150609_SR,510.0
20150609_TA,-270.0
20150609_YY,-1960.0
20150609_ZC,600.0
20150609_ZN,-7475.0
20150609_p,-1380.0
20150610_A,-2030.0
20150610_AG,-1420.0
20150610_AL,1625.0
20150610_AU,6650.05
20150610_BU,-660.0
20150610_C,240.0
20150610_CF,-750.0
20150610_CS,-60.0
20150610_CU,-15300.0
20150610_FG,70.0
20150610_HC,-490.0
20150610_I,11150.0
20150610_J,-5000.0
20150610_JD,-855.0
20150610_JM,870.0
20150610_L,8025.0
20150610_M,-1980.0
20150610_MA,-2650.0
20150610_NI,7630.0
20150610_OI,120.0
20150610_PP,8300.0
20150610_RB,-750.0
20150610_RM,-1810.0
20150610_RU,2200.0
20150610_SR,-1010.0
20150610_TA,-350.0
20150610_YY,-1900.0
20150610_ZC,-2100.0
20150610_ZN,5150.0
20150610_p,1300.0
20150611_A,9450.0
20150611_AG,515.0
20150611_AL,12650.0
20150611_AU,-6150.01
20150611_BU,1520.0
20150611_C,90.0
20150611_CF,3950.0
20150611_CS,-220.0
20150611_CU,3800.0
20150611_FG,-3150.0
20150611_HC,-2840.0
20150611_I,-2200.0
20150611_J,-16650.0
20150611_JD,-320.0
20150611_JM,-5220.0
20150611_L,1875.0
20150611_M,-1990.0
20150611_MA,-1840.0
20150611_NI,-19560.0
20150611_OI,-4600.0
20150611_PP,1030.0
20150611_RB,-5190.0
20150611_RM,50.0
20150611_RU,-9300.0
20150611_SR,1750.0
20150611_TA,-520.0
20150611_YY,-600.0
20150611_ZC,5480.0
20150611_ZN,7600.0
20150611_p,2360.0
20150612_A,350.0
20150612_AG,4060.0
20150612_AL,-25.0
20150612_AU,-4699.95
20150612_BU,4160.0
20150612_C,1970.0
20150612_CF,675.0
20150612_CS,-650.0
20150612_CU,5250.0
20150612_FG,480.0
20150612_HC,5520.0
20150612_I,-600.0
20150612_J,3650.0
20150612_JD,10385.0
20150612_JM,-540.0
20150612_L,-3300.0
20150612_M,8030.0
20150612_MA,-160.0
20150612_NI,2526.0
20150612_OI,-1600.0
20150612_PP,-4790.0
20150612_RB,4550.0
20150612_RM,5820.0
20150612_RU,23100.0
20150612_SR,5320.0
20150612_TA,840.0
20150612_YY,-280.0
20150612_ZC,9520.0
20150612_ZN,3850.0
20150612_p,780.0
20150615_A,-3430.0
20150615_AG,-4605.0
20150615_AL,4200.0
20150615_AU,-6300.02
20150615_BU,-1280.0
20150615_C,-1710.0
20150615_CF,4050.0
20150615_CS,-240.0
20150615_CU,12300.0
20150615_FG,-100.0
20150615_HC,2270.0
20150615_I,0.0
20150615_J,3050.0
20150615_JD,415.0
20150615_JM,-3960.0
20150615_L,0.0
20150615_M,1340.0
20150615_MA,-5000.0
20150615_NI,5930.0
20150615_OI,-2860.0
20150615_PP,530.0
20150615_RB,2200.0
20150615_RM,840.0
20150615_RU,-24800.0
20150615_SR,6760.0
20150615_TA,-490.0
20150615_YY,-6100.0
20150615_ZC,28160.0
20150615_ZN,6700.0
20150615_p,-960.0
20150616_A,-1650.0
20150616_AG,915.0
20150616_AL,-2325.0
20150616_AU,-21399.93
20150616_BU,-580.0
20150616_C,-1880.0
20150616_CF,-4500.0
20150616_CS,400.0
20150616_CU,9150.0
20150616_FG,4960.0
20150616_HC,9650.0
20150616_I,11750.0
20150616_J,14650.0
20150616_JD,-675.0
20150616_JM,-5220.0
20150616_L,0.0
20150616_M,-8350.0
20150616_MA,630.0
20150616_NI,23994.0
20150616_OI,2080.0
20150616_PP,-635.0
20150616_RB,8570.0
20150616_RM,-4270.0
20150616_RU,1750.0
20150616_SR,9130.0
20150616_TA,-530.0
20150616_YY,4520.0
20150616_ZC,2480.0
20150616_ZN,4700.0
20150616_p,-900.0
20150617_A,790.0
20150617_AG,-5470.0
20150617_AL,2800.0
20150617_AU,-27599.98
20150617_BU,-200.0
20150617_C,-280.0
20150617_CF,975.0
20150617_CS,1490.0
20150617_CU,350.0
20150617_FG,-1700.0
20150617_HC,-1780.0
20150617_I,1950.0
20150617_J,14800.0
20150617_JD,5120.0
20150617_JM,5580.0
20150617_L,0.0
20150617_M,-640.0
20150617_MA,-2020.0
20150617_NI,-10490.0
20150617_OI,-2020.0
20150617_PP,595.0
20150617_RB,-970.0
20150617_RM,-130.0
20150617_RU,150.0
20150617_SR,-2200.0
20150617_TA,-10.0
20150617_YY,-5200.0
20150617_ZC,5300.0
20150617_ZN,16475.0
20150617_p,760.0
20150618_A,-1080.0
20150618_AG,245.0
20150618_AL,-1075.0
20150618_AU,39050.04
20150618_BU,-160.0
20150618_C,260.0
20150618_CF,2750.0
20150618_CS,-560.0
20150618_CU,-3700.0
20150618_FG,720.0
20150618_HC,-3230.0
20150618_I,-3600.0
20150618_J,50.0
20150618_JD,-3180.0
20150618_JM,-1980.0
20150618_L,0.0
20150618_M,140.0
20150618_MA,1530.0
20150618_NI,3560.0
20150618_OI,460.0
20150618_PP,-255.0
20150618_RB,-4160.0
20150618_RM,0.0
20150618_RU,7500.0
20150618_SR,-100.0
20150618_TA,-50.0
20150618_YY,5640.0
20150618_ZC,-700.0
20150618_ZN,12550.0
20150618_p,7060.0
20150619_A,1950.0
20150619_AG,-1535.0
20150619_AL,-2225.0
20150619_AU,-41500.18
20150619_BU,-700.0
20150619_C,-1300.0
20150619_CF,-2025.0
20150619_CS,1470.0
20150619_CU,3350.0
20150619_FG,1420.0
20150619_HC,1450.0
20150619_I,0.0
20150619_J,-2050.0
20150619_JD,-685.0
20150619_JM,-1170.0
20150619_L,0.0
20150619_M,7740.0
20150619_MA,-1710.0
20150619_NI,6970.0
20150619_OI,-7960.0
20150619_PP,-230.0
20150619_RB,420.0
20150619_RM,270.0
20150619_RU,-7900.0
20150619_SR,-1210.0
20150619_TA,-520.0
20150619_YY,-12440.0
20150619_ZC,1960.0
20150619_ZN,5900.0
20150619_p,-5520.0
20150623_A,-2270.0
20150623_AG,11475.0
20150623_AL,-325.0
20150623_AU,-13549.92
20150623_BU,200.0
20150623_C,140.0
20150623_CF,1200.0
20150623_CS,-2010.0
20150623_CU,-4700.0
20150623_FG,820.0
20150623_HC,410.0
20150623_I,-2550.0
20150623_J,6450.0
20150623_JD,-660.0
20150623_JM,1140.0
20150623_L,-1000.0
20150623_M,-2370.0
20150623_MA,-600.0
20150623_NI,-7720.0
20150623_OI,1420.0
20150623_PP,-25.0
20150623_RB,-70.0
20150623_RM,-520.0
20150623_RU,350.0
20150623_SR,-90.0
20150623_TA,10.0
20150623_YY,5080.0
20150623_ZC,-2580.0
20150623_ZN,-1725.0
20150623_p,4420.0
20150624_A,-10.0
20150624_AG,-1025.0
20150624_AL,-75.0
20150624_AU,3200.01
20150624_BU,-1240.0
20150624_C,-90.0
20150624_CF,-450.0
20150624_CS,-1920.0
20150624_CU,-150.0
20150624_FG,-1470.0
20150624_HC,1100.0
20150624_I,100.0
20150624_J,5500.0
20150624_JD,-3870.0
20150624_JM,-7200.0
20150624_L,-425.0
20150624_M,-210.0
20150624_MA,-570.0
20150624_NI,-2432.0
20150624_OI,12780.0
20150624_PP,-1005.0
20150624_RB,40.0
20150624_RM,-60.0
20150624_RU,-13350.0
20150624_SR,-350.0
20150624_TA,-180.0
20150624_YY,-3660.0
20150624_ZC,3160.0
20150624_ZN,3825.0
20150624_p,-5320.0
20150625_A,-320.0
20150625_AG,840.0
20150625_AL,-225.0
20150625_AU,1000.04
20150625_BU,300.0
20150625_C,1620.0
20150625_CF,-1300.0
20150625_CS,2350.0
20150625_CU,-5850.0
20150625_FG,1480.0
20150625_HC,1120.0
20150625_I,-500.0
20150625_J,-5150.0
20150625_JD,-240.0
20150625_JM,-2520.0
20150625_L,1350.0
20150625_M,3300.0
20150625_MA,1630.0
20150625_NI,4762.0
20150625_OI,5340.0
20150625_PP,660.0
20150625_RB,-930.0
20150625_RM,560.0
20150625_RU,5750.0
20150625_SR,-270.0
20150625_TA,-480.0
20150625_YY,-3480.0
20150625_ZC,640.0
20150625_ZN,175.0
20150625_p,540.0
20150626_A,4060.0
20150626_AG,3600.0
20150626_AL,-500.0
20150626_AU,-24300.02
20150626_BU,-700.0
20150626_C,3170.0
20150626_CF,-2725.0
20150626_CS,860.0
20150626_CU,500.0
20150626_FG,-680.0
20150626_HC,1030.0
20150626_I,200.0
20150626_J,5000.0
20150626_JD,-705.0
20150626_JM,1110.0
20150626_L,450.0
20150626_M,-390.0
20150626_MA,-2480.0
20150626_NI,26260.0
20150626_OI,-8180.0
20150626_PP,-195.0
20150626_RB,1080.0
20150626_RM,-2250.0
20150626_RU,3950.0
20150626_SR,-2990.0
20150626_TA,-1420.0
20150626_YY,-12240.0
20150626_ZC,4660.0
20150626_ZN,9650.0
20150626_p,-10880.0
20150629_A,1270.0
20150629_AG,13935.0
20150629_AL,7250.0
20150629_AU,-16349.94
20150629_BU,10040.0
20150629_C,4920.0
20150629_CF,-2600.0
20150629_CS,3190.0
20150629_CU,5400.0
20150629_FG,5910.0
20150629_HC,9920.0
20150629_I,12550.0
20150629_J,15450.0
20150629_JD,5460.0
20150629_JM,7890.0
20150629_L,-8875.0
20150629_M,-3760.0
20150629_MA,3080.0
20150629_NI,71460.0
20150629_OI,-20480.0
20150629_PP,-2055.0
20150629_RB,11430.0
20150629_RM,-1170.0
20150629_RU,45300.0
20150629_SR,1380.0
20150629_TA,-6080.0
20150629_YY,24760.0
20150629_ZC,4640.0
20150629_ZN,19325.0
20150629_p,25380.0
20150630_A,-4090.0
20150630_AG,-5685.0
20150630_AL,4700.0
20150630_AU,8750.07
20150630_BU,-460.0
20150630_C,-3090.0
20150630_CF,-2875.0
20150630_CS,-3610.0
20150630_CU,-8850.0
20150630_FG,1490.0
20150630_HC,-2260.0
20150630_I,-550.0
20150630_J,-20450.0
20150630_JD,-2980.0
20150630_JM,-7620.0
20150630_L,5750.0
20150630_M,-3440.0
20150630_MA,-5410.0
20150630_NI,-11590.0
20150630_OI,-23040.0
20150630_PP,-6100.0
20150630_RB,-2630.0
20150630_RM,-4000.0
20150630_RU,-15450.0
20150630_SR,6400.0
20150630_TA,3570.0
20150630_YY,-28560.0
20150630_ZC,-5720.0
20150630_ZN,10300.0
20150630_p,-22480.0
20150701_A,-7130.0
20150701_AG,4645.0
20150701_AL,-10850.0
20150701_AU,22399.93
20150701_BU,840.0
20150701_C,-1150.0
20150701_CF,650.0
20150701_CS,-720.0
20150701_CU,-12200.0
20150701_FG,-3520.0
20150701_HC,1590.0
20150701_I,3750.0
20150701_J,-1250.0
20150701_JD,2340.0
20150701_JM,3060.0
20150701_L,-5000.0
20150701_M,660.0
20150701_MA,-850.0
20150701_NI,-7528.0
20150701_OI,-8240.0
20150701_PP,-7065.0
20150701_RB,0.0
20150701_RM,910.0
20150701_RU,0.0
20150701_SR,-3070.0
20150701_TA,5660.0
20150701_YY,-14420.0
20150701_ZC,0.0
20150701_ZN,-28625.0
20150701_p,-10760.0
20150702_A,-650.0
20150702_AG,-5050.0
20150702_AL,50.0
20150702_AU,1299.94
20150702_BU,-3360.0
20150702_C,-1360.0
20150702_CF,3250.0
20150702_CS,-390.0
20150702_CU,-1500.0
20150702_FG,-880.0
20150702_HC,-1920.0
20150702_I,-1200.0
20150702_J,850.0
20150702_JD,-3725.0
20150702_JM,-2160.0
20150702_L,2450.0
20150702_M,6230.0
20150702_MA,-980.0
20150702_NI,0.0
20150702_OI,1840.0
20150702_PP,-2135.0
20150702_RB,0.0
20150702_RM,9690.0
20150702_RU,0.0
20150702_SR,-5670.0
20150702_TA,-13520.0
20150702_YY,3800.0
20150702_ZC,-600.0
20150702_ZN,-450.0
20150702_p,7620.0
20150703_A,6510.0
20150703_AG,-1855.0
20150703_AL,-3375.0
20150703_AU,-10750.05
20150703_BU,-740.0
20150703_C,-1330.0
20150703_CF,-2425.0
20150703_CS,1130.0
20150703_CU,-44400.0
20150703_FG,180.0
20150703_HC,2720.0
20150703_I,-2200.0
20150703_J,-3600.0
20150703_JD,-875.0
20150703_JM,-5970.0
20150703_L,-4125.0
20150703_M,-2040.0
20150703_MA,180.0
20150703_NI,0.0
20150703_OI,-660.0
20150703_PP,6450.0
20150703_RB,-340.0
20150703_RM,-1630.0
20150703_RU,0.0
20150703_SR,-2800.0
20150703_TA,-4450.0
20150703_YY,-6100.0
20150703_ZC,160.0
20150703_ZN,0.0
20150703_p,-6860.0
20150706_A,4110.0
20150706_AG,-145.0
20150706_AL,4375.0
20150706_AU,449.97
20150706_BU,3120.0
20150706_C,-870.0
20150706_CF,-4225.0
20150706_CS,-90.0
20150706_CU,91150.0
20150706_FG,2840.0
20150706_HC,5800.0
20150706_I,0.0
20150706_J,15050.0
20150706_JD,-1700.0
20150706_JM,8580.0
20150706_L,6575.0
20150706_M,-2440.0
20150706_MA,4320.0
20150706_NI,1338.0
20150706_OI,-7140.0
20150706_PP,14105.0
20150706_RB,2590.0
20150706_RM,-2260.0
20150706_RU,-400.0
20150706_SR,-3930.0
20150706_TA,2420.0
20150706_YY,-1940.0
20150706_ZC,8260.0
20150706_ZN,-1500.0
20150706_p,-3420.0
20150707_A,26240.0
20150707_AG,31910.0
20150707_AL,27200.0
20150707_AU,38900.09
20150707_BU,10260.0
20150707_C,5230.0
20150707_CF,33300.0
20150707_CS,-2480.0
20150707_CU,177800.0
20150707_FG,12160.0
20150707_HC,5800.0
20150707_I,0.0
20150707_J,54850.0
20150707_JD,-6340.0
20150707_JM,14340.0
20150707_L,20100.0
20150707_M,-1220.0
20150707_MA,26710.0
20150707_NI,3532.0
20150707_OI,43560.0
20150707_PP,36110.0
20150707_RB,4440.0
20150707_RM,0.0
20150707_RU,8800.0
20150707_SR,-22900.0
20150707_TA,10180.0
20150707_YY,45220.0
20150707_ZC,25240.0
20150707_ZN,5150.0
20150707_p,32920.0
20150708_A,-21460.0
20150708_AG,-5060.0
20150708_AL,-4750.0
20150708_AU,-17500.0
20150708_BU,1040.0
20150708_C,1210.0
20150708_CF,3075.0
20150708_CS,1460.0
20150708_CU,-119300.0
20150708_FG,360.0
20150708_HC,-1060.0
20150708_I,0.0
20150708_J,19550.0
20150708_JD,-5145.0
20150708_JM,-660.0
20150708_L,-10250.0
20150708_M,-290.0
20150708_MA,-10820.0
20150708_NI,1680.0
20150708_OI,5160.0
20150708_PP,-17265.0
20150708_RB,-1150.0
20150708_RM,0.0
20150708_RU,-1100.0
20150708_SR,10790.0
20150708_TA,-3600.0
20150708_YY,980.0
20150708_ZC,2440.0
20150708_ZN,-12125.0
20150708_p,6080.0
20150709_A,-170.0
20150709_AG,-8045.0
20150709_AL,-425.0
20150709_AU,-3000.02
20150709_BU,-2380.0
20150709_C,0.0
20150709_CF,-11650.0
20150709_CS,10.0
20150709_CU,-900.0
20150709_FG,-6910.0
20150709_HC,-80.0
20150709_I,0.0
20150709_J,-28250.0
20150709_JD,1395.0
20150709_JM,-8460.0
20150709_L,-200.0
20150709_M,-80.0
20150709_MA,-140.0
20150709_NI,-2136.0
20150709_OI,-15840.0
20150709_PP,-180.0
20150709_RB,-60.0
20150709_RM,-360.0
20150709_RU,-1300.0
20150709_SR,-23140.0
20150709_TA,-70.0
20150709_YY,-18140.0
20150709_ZC,-3360.0
20150709_ZN,-225.0
20150709_p,-13060.0
20150710_A,0.0
20150710_AG,255.0
20150710_AL,-375.0
20150710_AU,2399.98
20150710_BU,0.0
20150710_C,0.0
20150710_CF,-1750.0
20150710_CS,-1810.0
20150710_CU,0.0
20150710_FG,0.0
20150710_HC,0.0
20150710_I,0.0
20150710_J,200.0
20150710_JD,2950.0
20150710_JM,150.0
20150710_L,0.0
20150710_M,-860.0
20150710_MA,0.0
20150710_NI,0.0
20150710_OI,-4080.0
20150710_PP,0.0
20150710_RB,0.0
20150710_RM,330.0
20150710_RU,0.0
20150710_SR,-100.0
20150710_TA,0.0
20150710_YY,0.0
20150710_ZC,0.0
20150710_ZN,-2025.0
20150710_p,0.0
20150713_A,400.0
20150713_AG,-405.0
20150713_AL,200.0
20150713_AU,-4250.01
20150713_BU,0.0
20150713_C,0.0
20150713_CF,-150.0
20150713_CS,70.0
20150713_CU,0.0
20150713_FG,0.0
20150713_HC,0.0
20150713_I,0.0
20150713_J,-550.0
20150713_JD,1945.0
20150713_JM,-210.0
20150713_L,0.0
20150713_M,6830.0
20150713_MA,0.0
20150713_NI,0.0
20150713_OI,4780.0
20150713_PP,0.0
20150713_RB,0.0
20150713_RM,2500.0
20150713_RU,-3850.0
20150713_SR,-230.0
20150713_TA,0.0
20150713_YY,0.0
20150713_ZC,100.0
20150713_ZN,3400.0
20150713_p,1140.0
20150714_A,-1010.0
20150714_AG,-155.0
20150714_AL,-100.0
20150714_AU,-2299.96
20150714_BU,0.0
20150714_C,150.0
20150714_CF,-275.0
20150714_CS,-190.0
20150714_CU,400.0
20150714_FG,-310.0
20150714_HC,0.0
20150714_I,-350.0
20150714_J,500.0
20150714_JD,-1060.0
20150714_JM,1920.0
20150714_L,-2025.0
20150714_M,1160.0
20150714_MA,0.0
20150714_NI,1654.0
20150714_OI,1060.0
20150714_PP,-465.0
20150714_RB,0.0
20150714_RM,1880.0
20150714_RU,-4500.0
20150714_SR,-170.0
20150714_TA,0.0
20150714_YY,440.0
20150714_ZC,0.0
20150714_ZN,1750.0
20150714_p,-220.0
20150715_A,-1160.0
20150715_AG,510.0
20150715_AL,-175.0
20150715_AU,26250.11
20150715_BU,-820.0
20150715_C,-1350.0
20150715_CF,375.0
20150715_CS,-150.0
20150715_CU,-2150.0
20150715_FG,130.0
20150715_HC,0.0
20150715_I,-3500.0
20150715_J,1100.0
20150715_JD,-1125.0
20150715_JM,-1020.0
20150715_L,1825.0
20150715_M,-140.0
20150715_MA,0.0
20150715_NI,-2570.0
20150715_OI,-4900.0
20150715_PP,935.0
20150715_RB,0.0
20150715_RM,-1200.0
20150715_RU,-2600.0
20150715_SR,3670.0
20150715_TA,0.0
20150715_YY,-3320.0
20150715_ZC,-180.0
20150715_ZN,-1250.0
20150715_p,-360.0
20150716_A,-270.0
20150716_AG,35.0
20150716_AL,1475.0
20150716_AU,5799.92
20150716_BU,500.0
20150716_C,-1010.0
20150716_CF,-150.0
20150716_CS,-370.0
20150716_CU,-3950.0
20150716_FG,-260.0
20150716_HC,0.0
20150716_I,-3150.0
20150716_J,-2800.0
20150716_JD,555.0
20150716_JM,0.0
20150716_L,325.0
20150716_M,0.0
20150716_MA,0.0
20150716_NI,-6.0
20150716_OI,-100.0
20150716_PP,-90.0
20150716_RB,-440.0
20150716_RM,-1750.0
20150716_RU,-6850.0
20150716_SR,3550.0
20150716_TA,0.0
20150716_YY,-60.0
20150716_ZC,-260.0
20150716_ZN,1050.0
20150716_p,280.0
20150717_A,540.0
20150717_AG,1575.0
20150717_AL,-1175.0
20150717_AU,45999.95
20150717_BU,400.0
20150717_C,30.0
20150717_CF,-200.0
20150717_CS,-450.0
20150717_CU,-30500.0
20150717_FG,-380.0
20150717_HC,-40.0
20150717_I,-1050.0
20150717_J,900.0
20150717_JD,-405.0
20150717_JM,-1440.0
20150717_L,-1000.0
20150717_M,0.0
20150717_MA,0.0
20150717_NI,0.0
20150717_OI,0.0
20150717_PP,-215.0
20150717_RB,2740.0
20150717_RM,-30.0
20150717_RU,-4500.0
20150717_SR,-3640.0
20150717_TA,160.0
20150717_YY,0.0
20150717_ZC,-200.0
20150717_ZN,-1550.0
20150717_p,-340.0
20150720_A,70.0
20150720_AG,-345.0
20150720_AL,-125.0
20150720_AU,56900.04
20150720_BU,320.0
20150720_C,10.0
20150720_CF,-475.0
20150720_CS,3140.0
20150720_CU,-12250.0
20150720_FG,100.0
20150720_HC,800.0
20150720_I,4550.0
20150720_J,-450.0
20150720_JD,8515.0
20150720_JM,1590.0
20150720_L,2500.0
20150720_M,0.0
20150720_MA,-320.0
20150720_NI,0.0
20150720_OI,0.0
20150720_PP,70.0
20150720_RB,740.0
20150720_RM,0.0
20150720_RU,-11850.0
20150720_SR,-980.0
20150720_TA,1110.0
20150720_YY,0.0
20150720_ZC,-820.0
20150720_ZN,-1950.0
20150720_p,-1780.0
20150721_A,720.0
20150721_AG,-135.0
20150721_AL,950.0
20150721_AU,11149.95
20150721_BU,1420.0
20150721_C,-650.0
20150721_CF,0.0
20150721_CS,-590.0
20150721_CU,6900.0
20150721_FG,180.0
20150721_HC,-560.0
20150721_I,-2900.0
20150721_J,-1350.0
20150721_JD,-1230.0
20150721_JM,5970.0
20150721_L,200.0
20150721_M,0.0
20150721_MA,0.0
20150721_NI,0.0
20150721_OI,0.0
20150721_PP,-490.0
20150721_RB,-2230.0
20150721_RM,-220.0
20150721_RU,10000.0
20150721_SR,280.0
20150721_TA,460.0
20150721_YY,-160.0
20150721_ZC,-280.0
20150721_ZN,-1700.0
20150721_p,-640.0
20150722_A,80.0
20150722_AG,-1185.0
20150722_AL,3475.0
20150722_AU,19649.99
20150722_BU,-740.0
20150722_C,-350.0
20150722_CF,-575.0
20150722_CS,280.0
20150722_CU,61200.0
20150722_FG,-50.0
20150722_HC,-30.0
20150722_I,-1600.0
20150722_J,5500.0
20150722_JD,285.0
20150722_JM,-1170.0
20150722_L,-4375.0
20150722_M,0.0
20150722_MA,-1010.0
20150722_NI,10846.0
20150722_OI,-560.0
20150722_PP,-160.0
20150722_RB,-570.0
20150722_RM,-370.0
20150722_RU,-20650.0
20150722_SR,-1170.0
20150722_TA,120.0
20150722_YY,-2460.0
20150722_ZC,5040.0
20150722_ZN,6775.0
20150722_p,-7520.0
20150723_A,-860.0
20150723_AG,-1790.0
20150723_AL,1225.0
20150723_AU,19150.07
20150723_BU,-40.0
20150723_C,-710.0
20150723_CF,-2100.0
20150723_CS,830.0
20150723_CU,-34000.0
20150723_FG,570.0
20150723_HC,-130.0
20150723_I,-5100.0
20150723_J,-3850.0
20150723_JD,3530.0
20150723_JM,-4080.0
20150723_L,0.0
20150723_M,0.0
20150723_MA,-690.0
20150723_NI,1470.0
20150723_OI,2280.0
20150723_PP,-1460.0
20150723_RB,-670.0
20150723_RM,-1530.0
20150723_RU,-22350.0
20150723_SR,1840.0
20150723_TA,-840.0
20150723_YY,2920.0
20150723_ZC,-180.0
20150723_ZN,1625.0
20150723_p,2380.0
20150724_A,-1050.0
20150724_AG,-1490.0
20150724_AL,-1500.0
20150724_AU,-37149.93
20150724_BU,-480.0
20150724_C,-100.0
20150724_CF,-2075.0
20150724_CS,8910.0
20150724_CU,0.0
20150724_FG,3760.0
20150724_HC,-120.0
20150724_I,-1400.0
20150724_J,-4700.0
20150724_JD,-1600.0
20150724_JM,-30.0
20150724_L,10200.0
20150724_M,840.0
20150724_MA,7070.0
20150724_NI,1190.0
20150724_OI,2420.0
20150724_PP,17380.0
20150724_RB,-1550.0
20150724_RM,3510.0
20150724_RU,43350.0
20150724_SR,5060.0
20150724_TA,120.0
20150724_YY,2620.0
20150724_ZC,-1260.0
20150724_ZN,3925.0
20150724_p,4840.0
20150727_A,-770.0
20150727_AG,-2305.0
20150727_AL,1525.0
20150727_AU,-799.97
20150727_BU,1280.0
20150727_C,-150.0
20150727_CF,-100.0
20150727_CS,960.0
20150727_CU,0.0
20150727_FG,-3280.0
20150727_HC,0.0
20150727_I,200.0
20150727_J,-11150.0
20150727_JD,-1475.0
20150727_JM,-750.0
20150727_L,5300.0
20150727_M,780.0
20150727_MA,7880.0
20150727_NI,12810.0
