myindex,sum
20151231_OI,-3160.0
20151231_PP,0.0
20151231_RB,1640.0
20151231_RM,-100.0
20151231_RU,-18500.0
20151231_SR,-2210.0
20151231_TA,1890.0
20151231_YY,-2820.0
20151231_ZC,0.0
20151231_ZN,-1375.0
20151231_p,-2480.0
20160104_A,1340.0
20160104_AG,-1940.0
20160104_AL,-4825.0
20160104_AU,-8899.97
20160104_BU,380.0
20160104_C,-10.0
20160104_CF,9425.0
20160104_CS,-540.0
20160104_CU,-9000.0
20160104_FG,-170.0
20160104_HC,-4920.0
20160104_I,0.0
20160104_J,1500.0
20160104_JD,540.0
20160104_JM,-1410.0
20160104_L,-2900.0
20160104_M,1470.0
20160104_MA,-4210.0
20160104_NI,-3250.0
20160104_OI,-4780.0
20160104_PP,220.0
20160104_RB,-2960.0
20160104_RM,1890.0
20160104_RU,25950.0
20160104_SR,-2080.0
20160104_TA,-1080.0
20160104_YY,-7260.0
20160104_ZC,200.0
20160104_ZN,-825.0
20160104_p,-6140.0
20160105_A,2360.0
20160105_AG,-1100.0
20160105_AL,-2075.0
20160105_AU,-50.0
20160105_BU,-140.0
20160105_C,660.0
20160105_CF,100.0
20160105_CS,720.0
20160105_CU,-59200.0
20160105_FG,160.0
20160105_HC,-230.0
20160105_I,-650.0
20160105_J,7750.0
20160105_JD,-580.0
20160105_JM,240.0
20160105_L,-1425.0
20160105_M,280.0
20160105_MA,310.0
20160105_NI,2640.0
20160105_OI,-8240.0
20160105_PP,-190.0
20160105_RB,-240.0
20160105_RM,-430.0
20160105_RU,7300.0
20160105_SR,8320.0
20160105_TA,-580.0
20160105_YY,-2760.0
20160105_ZC,-900.0
20160105_ZN,-1475.0
20160105_p,-2540.0
20160106_A,-3010.0
20160106_AG,3565.0
20160106_AL,-375.0
20160106_AU,72250.02
20160106_BU,240.0
20160106_C,40.0
20160106_CF,-8250.0
20160106_CS,-890.0
20160106_CU,8900.0
20160106_FG,-720.0
20160106_HC,20.0
20160106_I,-750.0
20160106_J,4800.0
20160106_JD,385.0
20160106_JM,120.0
20160106_L,2025.0
20160106_M,-5970.0
20160106_MA,-480.0
20160106_NI,-5482.0
20160106_OI,-2480.0
20160106_PP,570.0
20160106_RB,-120.0
20160106_RM,-2350.0
20160106_RU,1100.0
20160106_SR,-2260.0
20160106_TA,-1370.0
20160106_YY,-2800.0
20160106_ZC,-1000.0
20160106_ZN,1075.0
20160106_p,-580.0
20160107_A,430.0
20160107_AG,12600.0
20160107_AL,-3375.0
20160107_AU,47400.04
20160107_BU,-60.0
20160107_C,-410.0
20160107_CF,-725.0
20160107_CS,-440.0
20160107_CU,-17300.0
20160107_FG,-2900.0
20160107_HC,220.0
20160107_I,900.0
20160107_J,2750.0
20160107_JD,25.0
20160107_JM,60.0
20160107_L,-250.0
20160107_M,2210.0
20160107_MA,-850.0
20160107_NI,9490.0
20160107_OI,160.0
20160107_PP,80.0
20160107_RB,-60.0
20160107_RM,-120.0
20160107_RU,-9400.0
20160107_SR,-410.0
20160107_TA,-1110.0
20160107_YY,-720.0
20160107_ZC,200.0
20160107_ZN,2050.0
20160107_p,-120.0
20160108_A,1330.0
20160108_AG,-6165.0
20160108_AL,3275.0
20160108_AU,17800.06
20160108_BU,-20.0
20160108_C,390.0
20160108_CF,750.0
20160108_CS,-470.0
20160108_CU,49450.0
20160108_FG,2320.0
20160108_HC,290.0
20160108_I,3150.0
20160108_J,1600.0
20160108_JD,-320.0
20160108_JM,210.0
20160108_L,2825.0
20160108_M,-1280.0
20160108_MA,-1600.0
20160108_NI,9270.0
20160108_OI,7100.0
20160108_PP,-10.0
20160108_RB,320.0
20160108_RM,-1030.0
20160108_RU,24650.0
20160108_SR,12090.0
20160108_TA,330.0
20160108_YY,9400.0
20160108_ZC,-2920.0
20160108_ZN,1150.0
20160108_p,2380.0
20160111_A,750.0
20160111_AG,-12585.0
20160111_AL,25.0
20160111_AU,-57350.01
20160111_BU,540.0
20160111_C,-140.0
20160111_CF,700.0
20160111_CS,-900.0
20160111_CU,30150.0
20160111_FG,-3130.0
20160111_HC,120.0
20160111_I,3450.0
20160111_J,950.0
20160111_JD,-430.0
20160111_JM,-600.0
20160111_L,475.0
20160111_M,-920.0
20160111_MA,1910.0
20160111_NI,10120.0
20160111_OI,7160.0
20160111_PP,0.0
20160111_RB,410.0
20160111_RM,-30.0
20160111_RU,25400.0
20160111_SR,4650.0
20160111_TA,4040.0
20160111_YY,7280.0
20160111_ZC,-1000.0
20160111_ZN,2975.0
20160111_p,340.0
20160112_A,-4050.0
20160112_AG,5010.0
20160112_AL,-5450.0
20160112_AU,-23200.08
20160112_BU,1440.0
20160112_C,-120.0
20160112_CF,-3325.0
20160112_CS,-750.0
20160112_CU,8150.0
20160112_FG,-420.0
20160112_HC,90.0
20160112_I,1200.0
20160112_J,4900.0
20160112_JD,-575.0
20160112_JM,4530.0
20160112_L,-1150.0
20160112_M,1450.0
20160112_MA,20.0
20160112_NI,1000.0
20160112_OI,660.0
20160112_PP,0.0
20160112_RB,310.0
20160112_RM,1230.0
20160112_RU,-16150.0
20160112_SR,-150.0
20160112_TA,2520.0
20160112_YY,-2320.0
20160112_ZC,-3880.0
20160112_ZN,2650.0
20160112_p,-120.0
20160113_A,-400.0
20160113_AG,-9960.0
20160113_AL,-625.0
20160113_AU,-650.0
20160113_BU,-200.0
20160113_C,130.0
20160113_CF,475.0
20160113_CS,-460.0
20160113_CU,28900.0
20160113_FG,890.0
20160113_HC,30.0
20160113_I,2350.0
20160113_J,6200.0
20160113_JD,1115.0
20160113_JM,1440.0
20160113_L,2575.0
20160113_M,-2650.0
20160113_MA,2080.0
20160113_NI,700.0
20160113_OI,1760.0
20160113_PP,0.0
20160113_RB,460.0
20160113_RM,-3140.0
20160113_RU,-550.0
20160113_SR,3260.0
20160113_TA,1430.0
20160113_YY,460.0
20160113_ZC,15380.0
20160113_ZN,-700.0
20160113_p,460.0
20160114_A,-180.0
20160114_AG,5585.0
20160114_AL,-13600.0
20160114_AU,-2600.01
20160114_BU,-240.0
20160114_C,40.0
20160114_CF,-100.0
20160114_CS,-910.0
20160114_CU,-55750.0
20160114_FG,-3520.0
20160114_HC,-300.0
20160114_I,-4000.0
20160114_J,-18600.0
20160114_JD,-310.0
20160114_JM,-2250.0
20160114_L,-200.0
20160114_M,1250.0
20160114_MA,-2450.0
20160114_NI,-16856.0
20160114_OI,-1740.0
20160114_PP,0.0
20160114_RB,-960.0
20160114_RM,-3420.0
20160114_RU,0.0
20160114_SR,-4360.0
20160114_TA,-2290.0
20160114_YY,120.0
20160114_ZC,-4360.0
20160114_ZN,-2525.0
20160114_p,-2260.0
20160115_A,280.0
20160115_AG,-2295.0
20160115_AL,-3125.0
20160115_AU,-2200.02
20160115_BU,100.0
20160115_C,-360.0
20160115_CF,5300.0
20160115_CS,-3520.0
20160115_CU,-1700.0
20160115_FG,1010.0
20160115_HC,0.0
20160115_I,0.0
20160115_J,-550.0
20160115_JD,-1140.0
20160115_JM,-1200.0
20160115_L,-2800.0
20160115_M,4330.0
20160115_MA,-640.0
20160115_NI,0.0
20160115_OI,-120.0
20160115_PP,0.0
20160115_RB,760.0
20160115_RM,5080.0
20160115_RU,1700.0
20160115_SR,-1210.0
20160115_TA,1650.0
20160115_YY,-1660.0
20160115_ZC,-420.0
20160115_ZN,0.0
20160115_p,-420.0
20160118_A,-2210.0
20160118_AG,-1465.0
20160118_AL,-1400.0
20160118_AU,-1100.01
20160118_BU,-540.0
20160118_C,-230.0
20160118_CF,-2525.0
20160118_CS,-1630.0
20160118_CU,-1300.0
20160118_FG,2770.0
20160118_HC,-30.0
20160118_I,0.0
20160118_J,0.0
20160118_JD,870.0
20160118_JM,60.0
20160118_L,925.0
20160118_M,4940.0
20160118_MA,780.0
20160118_NI,0.0
20160118_OI,-3200.0
20160118_PP,0.0
20160118_RB,190.0
20160118_RM,3850.0
20160118_RU,4350.0
20160118_SR,-4790.0
20160118_TA,-1010.0
20160118_YY,-3520.0
20160118_ZC,-1760.0
20160118_ZN,0.0
20160118_p,600.0
20160119_A,1160.0
20160119_AG,-1270.0
20160119_AL,-550.0
20160119_AU,-10000.01
20160119_BU,260.0
20160119_C,370.0
20160119_CF,-8000.0
20160119_CS,-1510.0
20160119_CU,1150.0
20160119_FG,360.0
20160119_HC,-150.0
20160119_I,0.0
20160119_J,0.0
20160119_JD,-240.0
20160119_JM,-9240.0
20160119_L,1800.0
20160119_M,-2520.0
20160119_MA,350.0
20160119_NI,0.0
20160119_OI,-360.0
20160119_PP,0.0
20160119_RB,-20.0
20160119_RM,-1820.0
20160119_RU,3700.0
20160119_SR,100.0
20160119_TA,-2000.0
20160119_YY,-440.0
20160119_ZC,1080.0
20160119_ZN,0.0
20160119_p,-320.0
20160120_A,-2090.0
20160120_AG,-50.0
20160120_AL,-5975.0
20160120_AU,14549.97
20160120_BU,-480.0
20160120_C,-410.0
20160120_CF,-1450.0
20160120_CS,230.0
20160120_CU,-150.0
20160120_FG,20.0
20160120_HC,-430.0
20160120_I,0.0
20160120_J,0.0
20160120_JD,165.0
20160120_JM,-2820.0
20160120_L,-125.0
20160120_M,-380.0
20160120_MA,-220.0
20160120_NI,148.0
20160120_OI,-2180.0
20160120_PP,-200.0
20160120_RB,-80.0
20160120_RM,-220.0
20160120_RU,-2000.0
20160120_SR,2330.0
20160120_TA,-660.0
20160120_YY,-5120.0
20160120_ZC,1360.0
20160120_ZN,0.0
20160120_p,2340.0
20160121_A,-1510.0
20160121_AG,-365.0
20160121_AL,-2025.0
20160121_AU,100.13
20160121_BU,-2340.0
20160121_C,-990.0
20160121_CF,-575.0
20160121_CS,5540.0
20160121_CU,-31050.0
20160121_FG,4340.0
20160121_HC,370.0
20160121_I,0.0
20160121_J,1000.0
20160121_JD,4160.0
20160121_JM,-5790.0
20160121_L,625.0
20160121_M,-2860.0
20160121_MA,30.0
20160121_NI,-1926.0
20160121_OI,-2280.0
20160121_PP,75.0
20160121_RB,-260.0
20160121_RM,-210.0
20160121_RU,0.0
20160121_SR,-2160.0
20160121_TA,-1840.0
20160121_YY,-7200.0
20160121_ZC,1600.0
20160121_ZN,0.0
20160121_p,6440.0
20160122_A,-1060.0
20160122_AG,-660.0
20160122_AL,-6775.0
20160122_BU,-540.0
20160122_C,-170.0
20160122_CF,-2175.0
20160122_CS,1700.0
20160122_CU,-7900.0
20160122_FG,-1400.0
20160122_HC,-120.0
20160122_I,-6450.0
20160122_J,1100.0
20160122_JD,-1410.0
20160122_JM,6510.0
20160122_L,-825.0
20160122_M,-810.0
20160122_MA,-940.0
20160122_NI,-4640.0
20160122_OI,-120.0
20160122_PP,0.0
20160122_RB,-220.0
20160122_RM,30.0
20160122_RU,800.0
20160122_SR,-6400.0
20160122_TA,1230.0
20160122_YY,40.0
20160122_ZC,5960.0
20160122_ZN,-2775.0
20160122_p,-4500.0
20160125_A,-40.0
20160125_AG,1015.0
20160125_AL,-6350.0
20160125_AU,20899.97
20160125_BU,-80.0
20160125_C,-130.0
20160125_CF,900.0
20160125_CS,1570.0
20160125_CU,-10200.0
20160125_FG,-3000.0
20160125_HC,-810.0
20160125_I,550.0
20160125_J,-1000.0
20160125_JD,0.0
20160125_JM,-1920.0
20160125_L,-100.0
20160125_M,-2390.0
20160125_MA,-230.0
20160125_NI,-512.0
20160125_OI,80.0
20160125_PP,410.0
20160125_RB,-20.0
20160125_RM,-690.0
20160125_RU,-3300.0
20160125_SR,-150.0
20160125_TA,-1160.0
20160125_YY,1020.0
20160125_ZC,-2780.0
20160125_ZN,2150.0
20160125_p,1660.0
20160126_A,-2530.0
20160126_AG,4490.0
20160126_AL,-800.0
20160126_AU,20400.04
20160126_BU,-2740.0
20160126_C,-240.0
20160126_CF,725.0
20160126_CS,-2740.0
20160126_CU,11200.0
20160126_FG,-190.0
20160126_HC,1090.0
20160126_I,1150.0
20160126_J,1100.0
20160126_JD,0.0
20160126_JM,14190.0
20160126_L,7825.0
20160126_M,-1530.0
20160126_MA,-650.0
20160126_NI,-6320.0
20160126_OI,940.0
20160126_PP,2850.0
20160126_RB,880.0
20160126_RM,-870.0
20160126_RU,-7150.0
20160126_SR,-1190.0
20160126_TA,-1180.0
20160126_YY,2680.0
20160126_ZC,-160.0
20160126_ZN,14700.0
20160126_p,5780.0
20160127_A,2030.0
20160127_AG,-1245.0
20160127_AL,1550.0
20160127_AU,71850.04
20160127_BU,240.0
20160127_C,-890.0
20160127_CF,-2375.0
20160127_CS,490.0
20160127_CU,11000.0
20160127_FG,-580.0
20160127_HC,-2440.0
20160127_I,50.0
20160127_J,-600.0
20160127_JD,0.0
20160127_JM,-1290.0
20160127_L,650.0
20160127_M,-2900.0
20160127_MA,-430.0
20160127_NI,-6702.0
20160127_OI,-920.0
20160127_PP,1105.0
20160127_RB,-810.0
20160127_RM,-810.0
20160127_RU,-5850.0
20160127_SR,-1990.0
20160127_TA,540.0
20160127_YY,420.0
20160127_ZC,-660.0
20160127_ZN,-2600.0
20160127_p,4420.0
20160128_A,7640.0
20160128_AG,-2950.0
20160128_AL,-7475.0
20160128_BU,-920.0
20160128_C,210.0
20160128_CF,-3250.0
20160128_CS,-990.0
20160128_CU,-12950.0
20160128_FG,230.0
20160128_HC,1870.0
20160128_I,-4850.0
20160128_J,450.0
20160128_JD,150.0
20160128_JM,-7050.0
20160128_L,-3400.0
20160128_M,-510.0
20160128_MA,-1280.0
20160128_NI,1590.0
20160128_OI,-1540.0
20160128_PP,-1150.0
20160128_RB,-80.0
20160128_RM,-1670.0
20160128_RU,-4850.0
20160128_SR,2030.0
20160128_TA,-1170.0
20160128_YY,-3540.0
20160128_ZC,0.0
20160128_ZN,-6025.0
20160128_p,-5200.0
20160129_A,-2170.0
20160129_AG,-485.0
20160129_AL,-5275.0
20160129_BU,40.0
20160129_C,-170.0
20160129_CF,950.0
20160129_CS,-160.0
20160129_CU,1350.0
20160129_FG,-200.0
20160129_HC,-2780.0
20160129_I,1600.0
20160129_J,-1350.0
20160129_JD,-180.0
20160129_JM,0.0
20160129_L,-2325.0
20160129_M,-4570.0
20160129_MA,-1100.0
20160129_NI,-7370.0
20160129_OI,-1580.0
20160129_PP,-1060.0
20160129_RB,-190.0
20160129_RM,-2990.0
20160129_RU,-9400.0
20160129_SR,1970.0
20160129_TA,910.0
20160129_YY,-3340.0
20160129_ZC,180.0
20160129_ZN,11250.0
20160129_p,-1920.0
20160201_A,3960.0
20160201_AG,-830.0
20160201_AL,5250.0
20160201_BU,2020.0
20160201_C,230.0
20160201_CF,6975.0
20160201_CS,-130.0
20160201_CU,-2850.0
20160201_FG,1160.0
20160201_HC,-1500.0
20160201_I,-650.0
20160201_J,-5750.0
20160201_JD,-85.0
20160201_JM,-240.0
20160201_L,-775.0
20160201_M,190.0
20160201_MA,-190.0
20160201_NI,8720.0
20160201_OI,-560.0
20160201_PP,0.0
20160201_RB,230.0
20160201_RM,-120.0
20160201_RU,-18450.0
20160201_SR,6400.0
20160201_TA,-1270.0
20160201_YY,-3460.0
20160201_ZC,-3760.0
20160201_ZN,-275.0
20160201_p,3540.0
20160202_A,-2850.0
20160202_AG,1130.0
20160202_AL,2675.0
20160202_BU,1320.0
20160202_C,480.0
20160202_CF,-4250.0
20160202_CS,-210.0
20160202_CU,-16750.0
20160202_FG,-120.0
20160202_HC,-1770.0
20160202_I,-1000.0
20160202_J,-150.0
20160202_JD,-605.0
20160202_JM,-420.0
20160202_L,-2750.0
20160202_M,-970.0
20160202_MA,-2220.0
20160202_NI,11656.0
20160202_OI,-3400.0
20160202_PP,5.0
20160202_RB,220.0
20160202_RM,-1400.0
20160202_RU,16050.0
20160202_SR,-5490.0
20160202_TA,-50.0
20160202_YY,-2460.0
20160202_ZC,-1420.0
20160202_ZN,9300.0
20160202_p,2060.0
20160203_A,5090.0
20160203_AG,-7445.0
20160203_AL,-9725.0
20160203_BU,-1940.0
20160203_C,-2350.0
20160203_CF,6500.0
20160203_CS,290.0
20160203_CU,50100.0
20160203_FG,-1000.0
20160203_HC,780.0
20160203_I,10300.0
20160203_J,-750.0
20160203_JD,140.0
20160203_JM,2070.0
20160203_L,10025.0
20160203_M,1050.0
20160203_MA,3490.0
20160203_NI,-13760.0
20160203_OI,-1920.0
20160203_PP,2420.0
20160203_RB,-820.0
20160203_RM,-240.0
20160203_RU,-29150.0
20160203_SR,660.0
20160203_TA,-2200.0
20160203_YY,4700.0
20160203_ZC,1100.0
20160203_ZN,9300.0
20160203_p,5040.0
20160204_A,5200.0
20160204_AG,4110.0
20160204_AL,900.0
20160204_BU,-580.0
20160204_C,-1040.0
20160204_CF,10000.0
20160204_CS,-630.0
20160204_CU,12000.0
20160204_FG,-40.0
20160204_HC,210.0
20160204_I,-4100.0
20160204_J,-4550.0
20160204_JD,-820.0
20160204_JM,-2700.0
20160204_L,3725.0
20160204_M,-1440.0
20160204_MA,1400.0
20160204_NI,-10230.0
20160204_OI,-1600.0
20160204_PP,760.0
20160204_RB,-740.0
20160204_RM,-170.0
20160204_RU,-8150.0
20160204_SR,-1540.0
20160204_TA,180.0
20160204_YY,7540.0
20160204_ZC,-2420.0
20160204_ZN,27300.0
20160204_p,560.0
20160205_A,-2830.0
20160205_AG,16035.0
20160205_AL,-975.0
20160205_AU,88499.97
20160205_BU,1100.0
20160205_C,380.0
20160205_CF,2000.0
20160205_CS,-300.0
20160205_CU,-57550.0
20160205_FG,1040.0
20160205_HC,1040.0
20160205_I,-400.0
20160205_J,-1150.0
20160205_JD,6000.0
20160205_JM,-300.0
20160205_L,-1875.0
20160205_M,350.0
20160205_MA,3260.0
20160205_NI,48386.0
20160205_OI,11760.0
20160205_PP,90.0
20160205_RB,320.0
20160205_RM,2370.0
20160205_RU,-15300.0
20160205_SR,2410.0
20160205_TA,2460.0
20160205_YY,22400.0
20160205_ZC,1000.0
20160205_ZN,-11225.0
20160205_p,29340.0
20160215_A,2650.0
20160215_AG,1365.0
20160215_AL,12950.0
20160215_BU,-1320.0
20160215_C,-2380.0
20160215_CF,14000.0
20160215_CS,1200.0
20160215_CU,-4750.0
20160215_FG,220.0
20160215_HC,3120.0
20160215_I,0.0
20160215_J,-18200.0
20160215_JD,3785.0
20160215_JM,2010.0
20160215_L,-725.0
20160215_M,-480.0
20160215_MA,3980.0
20160215_NI,-13800.0
20160215_OI,-380.0
20160215_PP,-1135.0
20160215_RB,2070.0
20160215_RM,-50.0
20160215_RU,13650.0
20160215_SR,-2170.0
20160215_TA,1850.0
20160215_YY,3180.0
20160215_ZC,-5400.0
20160215_ZN,0.0
20160215_p,6200.0
20160216_A,-1110.0
20160216_AG,-3675.0
20160216_AL,9800.0
20160216_AU,47450.06
20160216_BU,-240.0
20160216_C,-1100.0
20160216_CF,-7600.0
20160216_CS,-2030.0
20160216_CU,8200.0
20160216_FG,340.0
20160216_HC,-40.0
20160216_I,0.0
20160216_J,12300.0
20160216_JD,-350.0
20160216_JM,2850.0
20160216_L,-1000.0
20160216_M,3250.0
20160216_MA,970.0
20160216_NI,-1446.0
20160216_OI,-3640.0
20160216_PP,0.0
20160216_RB,-410.0
20160216_RM,-460.0
20160216_RU,-9150.0
20160216_SR,5290.0
20160216_TA,-1570.0
20160216_YY,-9980.0
20160216_ZC,-2040.0
20160216_ZN,0.0
20160216_p,-5360.0
20160217_A,-2220.0
20160217_AG,1515.0
20160217_AL,-625.0
20160217_BU,-3220.0
20160217_C,890.0
20160217_CF,-3600.0
20160217_CS,2800.0
20160217_CU,5250.0
20160217_FG,5060.0
20160217_HC,650.0
20160217_I,250.0
20160217_J,-5050.0
20160217_JD,1600.0
20160217_JM,-7410.0
20160217_L,-475.0
20160217_M,3730.0
20160217_MA,-710.0
20160217_NI,0.0
20160217_OI,1400.0
20160217_PP,0.0
20160217_RB,-120.0
20160217_RM,1470.0
20160217_RU,-9900.0
20160217_SR,2140.0
20160217_TA,2130.0
20160217_YY,-4060.0
20160217_ZC,7960.0
20160217_ZN,0.0
20160217_p,-4020.0
20160218_A,270.0
20160218_AG,1925.0
20160218_AL,-6375.0
20160218_BU,-780.0
20160218_C,-310.0
20160218_CF,-2775.0
20160218_CS,1680.0
20160218_CU,-8400.0
20160218_FG,-860.0
20160218_HC,-430.0
20160218_I,-600.0
20160218_J,150.0
20160218_JD,-110.0
20160218_JM,-2610.0
20160218_L,200.0
20160218_M,1440.0
20160218_MA,1450.0
20160218_NI,-26.0
20160218_OI,-8560.0
20160218_PP,0.0
20160218_RB,-10.0
20160218_RM,3890.0
20160218_RU,-5450.0
20160218_SR,4520.0
20160218_TA,-2450.0
20160218_YY,-380.0
20160218_ZC,-4800.0
20160218_ZN,0.0
20160218_p,0.0
20160219_A,-3080.0
20160219_AG,-3190.0
20160219_AL,22750.0
20160219_AU,-2950.01
20160219_BU,4840.0
20160219_C,2980.0
20160219_CF,7600.0
20160219_CS,1780.0
20160219_CU,-9200.0
20160219_FG,6720.0
20160219_HC,11560.0
20160219_I,23100.0
20160219_J,50700.0
20160219_JD,-2190.0
20160219_JM,14100.0
20160219_L,6425.0
20160219_M,-2980.0
20160219_MA,7160.0
20160219_NI,2292.0
20160219_OI,-760.0
20160219_PP,505.0
20160219_RB,6840.0
20160219_RM,-4840.0
20160219_RU,22100.0
20160219_SR,-5860.0
20160219_TA,4240.0
20160219_YY,-500.0
20160219_ZC,4240.0
20160219_ZN,3025.0
20160219_p,1240.0
20160222_A,-60.0
20160222_AG,-2765.0
20160222_AL,-550.0
20160222_AU,-27050.04
20160222_BU,-920.0
20160222_C,4040.0
20160222_CF,-3600.0
20160222_CS,850.0
20160222_CU,5150.0
20160222_FG,-2880.0
20160222_HC,5690.0
20160222_I,7400.0
20160222_J,8350.0
20160222_JD,-110.0
20160222_JM,8580.0
20160222_L,-5550.0
20160222_M,1060.0
20160222_MA,-5330.0
20160222_NI,1330.0
20160222_OI,2120.0
20160222_PP,-555.0
20160222_RB,-90.0
20160222_RM,-330.0
20160222_RU,-9700.0
20160222_SR,-5500.0
20160222_TA,-890.0
20160222_YY,-10780.0
20160222_ZC,460.0
20160222_ZN,6100.0
20160222_p,-5960.0
20160223_A,-300.0
20160223_AG,335.0
20160223_AL,-5550.0
20160223_AU,33949.89
20160223_BU,-1400.0
20160223_C,260.0
20160223_CF,1375.0
20160223_CS,-1140.0
20160223_CU,-10100.0
20160223_FG,-140.0
20160223_HC,-4180.0
20160223_I,-3950.0
20160223_J,5150.0
20160223_JD,-475.0
20160223_JM,10140.0
20160223_L,-825.0
20160223_M,6520.0
20160223_MA,40.0
20160223_NI,-720.0
20160223_OI,5460.0
20160223_PP,-125.0
20160223_RB,-1590.0
20160223_RM,-560.0
20160223_RU,-7450.0
20160223_SR,5910.0
20160223_TA,-2000.0
20160223_YY,4780.0
20160223_ZC,-3320.0
20160223_ZN,-1625.0
20160223_p,6340.0
20160224_A,-30.0
20160224_AG,-980.0
20160224_AL,13150.0
20160224_AU,22800.01
20160224_BU,-1160.0
20160224_C,4850.0
20160224_CF,12800.0
20160224_CS,330.0
20160224_CU,-35950.0
20160224_FG,4390.0
20160224_HC,-60.0
20160224_I,2850.0
20160224_J,22300.0
20160224_JD,385.0
20160224_JM,5580.0
20160224_L,4225.0
20160224_M,1940.0
20160224_MA,260.0
20160224_NI,830.0
20160224_OI,1980.0
20160224_PP,685.0
20160224_RB,0.0
20160224_RM,560.0
20160224_RU,-12550.0
20160224_SR,-70.0
20160224_TA,730.0
20160224_YY,-760.0
20160224_ZC,280.0
20160224_ZN,-1100.0
20160224_p,-780.0
20160225_A,-60.0
20160225_AG,220.0
20160225_AL,-4300.0
20160225_AU,-25749.98
20160225_BU,-1120.0
20160225_C,380.0
20160225_CF,13200.0
20160225_CS,-50.0
20160225_CU,-9550.0
20160225_FG,-1410.0
20160225_HC,0.0
20160225_I,-4000.0
20160225_J,-20350.0
20160225_JD,250.0
20160225_JM,-9510.0
20160225_L,-4675.0
20160225_M,1520.0
20160225_MA,320.0
20160225_NI,-2836.0
20160225_OI,3480.0
20160225_PP,-195.0
20160225_RB,-150.0
20160225_RM,190.0
20160225_RU,-150.0
20160225_SR,580.0
20160225_TA,-2710.0
20160225_YY,6520.0
20160225_ZC,-380.0
20160225_ZN,350.0
20160225_p,2500.0
20160226_A,-1210.0
20160226_AG,2550.0
20160226_AL,4850.0
20160226_BU,2620.0
20160226_C,11210.0
20160226_CF,6400.0
20160226_CS,940.0
20160226_CU,-30000.0
20160226_FG,-100.0
20160226_HC,-620.0
20160226_I,0.0
20160226_J,-1800.0
20160226_JD,1220.0
20160226_JM,-1110.0
20160226_L,-375.0
20160226_M,4680.0
20160226_MA,30.0
20160226_NI,-560.0
20160226_OI,6860.0
20160226_PP,200.0
20160226_RB,-150.0
20160226_RM,860.0
20160226_RU,4100.0
20160226_SR,-11580.0
20160226_TA,-110.0
20160226_YY,660.0
20160226_ZC,3080.0
20160226_ZN,1200.0
20160226_p,640.0
20160229_A,-5580.0
20160229_AG,-345.0
20160229_AL,-1875.0
20160229_BU,260.0
20160229_C,-4390.0
20160229_CF,7200.0
20160229_CS,-3180.0
20160229_CU,-23950.0
20160229_FG,1250.0
20160229_HC,1890.0
20160229_I,0.0
20160229_J,-250.0
20160229_JD,-545.0
20160229_JM,300.0
20160229_L,-450.0
20160229_M,-250.0
20160229_MA,-360.0
20160229_NI,40.0
20160229_OI,-2360.0
20160229_PP,370.0
20160229_RB,3120.0
20160229_RM,530.0
20160229_RU,1800.0
20160229_SR,-80.0
20160229_TA,-920.0
20160229_YY,-5060.0
20160229_ZC,-200.0
20160229_ZN,-1050.0
20160229_p,-4720.0
20160301_A,-1400.0
20160301_AG,675.0
20160301_AL,-12375.0
20160301_BU,1580.0
20160301_C,-90.0
20160301_CF,-4400.0
20160301_CS,-230.0
20160301_CU,-25050.0
20160301_FG,1700.0
20160301_HC,1290.0
20160301_I,3750.0
20160301_J,-200.0
20160301_JD,-70.0
20160301_JM,-480.0
20160301_L,2800.0
20160301_M,40.0
20160301_MA,-650.0
20160301_NI,-632.0
20160301_OI,1720.0
20160301_PP,1420.0
20160301_RB,2880.0
20160301_RM,-750.0
20160301_RU,-6350.0
20160301_SR,-1520.0
20160301_TA,6720.0
20160301_YY,-3440.0
20160301_ZC,440.0
20160301_ZN,-9600.0
20160301_p,-2820.0
20160302_A,11910.0
20160302_AG,-870.0
20160302_AL,2075.0
20160302_BU,5020.0
20160302_C,0.0
20160302_CF,-225.0
20160302_CS,720.0
20160302_CU,55100.0
20160302_FG,1220.0
20160302_HC,5940.0
20160302_I,2900.0
20160302_J,350.0
20160302_JD,-190.0
20160302_JM,-4230.0
20160302_L,6800.0
20160302_M,-2310.0
20160302_MA,520.0
20160302_NI,8878.0
20160302_OI,-60.0
20160302_PP,7035.0
20160302_RB,-650.0
20160302_RM,-660.0
20160302_RU,16950.0
20160302_SR,-3920.0
20160302_TA,5450.0
20160302_YY,100.0
20160302_ZC,3840.0
20160302_ZN,7225.0
20160302_p,-3040.0
20160303_A,3510.0
20160303_AG,-260.0
20160303_AL,3450.0
20160303_BU,-2560.0
20160303_C,0.0
20160303_CF,-10100.0
20160303_CS,1430.0
20160303_CU,46950.0
20160303_FG,-1210.0
20160303_HC,3870.0
20160303_I,350.0
20160303_J,-1400.0
20160303_JD,435.0
20160303_JM,5100.0
20160303_L,8800.0
20160303_M,-1980.0
20160303_MA,-790.0
20160303_NI,26520.0
20160303_OI,-3940.0
20160303_PP,8365.0
20160303_RB,-1330.0
20160303_RM,-20.0
20160303_RU,53000.0
20160303_SR,-7830.0
20160303_TA,1270.0
20160303_YY,-5780.0
20160303_ZC,2140.0
20160303_ZN,4000.0
20160303_p,-5180.0
20160304_A,6670.0
20160304_AG,-20.0
20160304_AL,12225.0
20160304_BU,0.0
20160304_C,-230.0
