profit,comm,equity,day
-450.0,100.0,-550.0,20170103
-50.0,50.0,-100.0,20170104
-1300.0,100.0,-1400.0,20170105
-2090.0,250.0,-2340.0,20170106
6530.0,300.0,6230.0,20170109
8400.0,0.0,8400.0,20170110
-1000.0,0.0,-1000.0,20170111
12400.0,0.0,12400.0,20170112
-14820.0,400.0,-15220.0,20170113
2150.0,300.0,1850.0,20170116
-1200.0,50.0,-1250.0,20170117
1700.0,0.0,1700.0,20170118
1150.0,0.0,1150.0,20170119
-2700.0,100.0,-2800.0,20170120
1400.0,50.0,1350.0,20170123
-5200.0,200.0,-5400.0,20170124
-1880.0,300.0,-2180.0,20170125
-2300.0,700.0,-3000.0,20170126
23900.0,200.0,23700.0,20170203
17600.0,0.0,17600.0,20170206
-4000.0,0.0,-4000.0,20170207
-2400.0,0.0,-2400.0,20170208
-8400.0,0.0,-8400.0,20170209
3700.0,100.0,3600.0,20170210
