profit,comm,equity,day
225525.0,75.0,225450.0,20170103
-4325.0,425.0,-4750.0,20170104
4250.0,200.0,4050.0,20170105
-7725.0,500.0,-8225.0,20170106
7050.0,650.0,6400.0,20170109
-1875.0,1725.0,-3600.0,20170110
-5400.0,0.0,-5400.0,20170111
-14450.0,2975.0,-17425.0,20170112
21675.0,1675.0,20000.0,20170113
-7525.0,225.0,-7750.0,20170116
-10750.0,2250.0,-13000.0,20170117
-11275.0,1325.0,-12600.0,20170118
3975.0,3600.0,375.0,20170119
-18750.0,0.0,-18750.0,20170120
56250.0,0.0,56250.0,20170123
21000.0,0.0,21000.0,20170124
-9750.0,0.0,-9750.0,20170125
6750.0,0.0,6750.0,20170126
44850.0,75.0,44775.0,20170203
17525.0,75.0,17450.0,20170206
-27425.0,1100.0,-28525.0,20170207
0.0,0.0,0.0,20170208
-75.0,150.0,-225.0,20170209
-18425.0,2825.0,-21250.0,20170210
