profit,comm,equity,day
,,,20170104
-10500.0,0.0,-10500.0,20170105
-14000.0,0.0,-14000.0,20170106
56000.0,0.0,56000.0,20170109
78000.0,0.0,78000.0,20170110
-7000.0,0.0,-7000.0,20170111
-5500.0,0.0,-5500.0,20170112
-2500.0,0.0,-2500.0,20170113
36500.0,0.0,36500.0,20170116
-72000.0,0.0,-72000.0,20170117
34500.0,0.0,34500.0,20170118
-9500.0,0.0,-9500.0,20170119
-15500.0,0.0,-15500.0,20170120
30500.0,0.0,30500.0,20170121
36500.0,0.0,36500.0,20170123
-5500.0,0.0,-5500.0,20170124
7000.0,0.0,7000.0,20170125
37500.0,0.0,37500.0,20170126
-56000.0,0.0,-56000.0,20170203
-2000.0,0.0,-2000.0,20170204
-20500.0,0.0,-20500.0,20170206
25500.0,0.0,25500.0,20170207
27000.0,0.0,27000.0,20170208
3500.0,0.0,3500.0,20170209
43500.0,0.0,43500.0,20170210
36500.0,0.0,36500.0,20170211
17500.0,0.0,17500.0,20170213
-10000.0,500.0,-10500.0,20170214
0.0,0.0,0.0,20170215
