profit,comm,equity,profit_ZL,equity_ZL,day
0.0,0.0,0.0,0.0,0.0,20161230
0.0,0.0,0.0,0.0,0.0,20170103
0.0,0.0,0.0,0.0,0.0,20170104
1800.0,100.0,1700.0,1900.0,1800.0,20170105
4400.0,0.0,4400.0,4400.0,4400.0,20170106
1900.0,300.0,1600.0,1600.0,1300.0,20170109
11800.0,0.0,11800.0,12000.0,12000.0,20170110
12000.0,0.0,12000.0,11400.0,11400.0,20170111
29400.0,0.0,29400.0,29600.0,29600.0,20170112
1000.0,0.0,1000.0,1400.0,1400.0,20170113
47800.0,0.0,47800.0,47400.0,47400.0,20170116
-16000.0,200.0,-16200.0,-16400.0,-16600.0,20170117
0.0,0.0,0.0,0.0,0.0,20170118
-12400.0,600.0,-13000.0,-12400.0,-13000.0,20170119
56200.0,0.0,56200.0,56800.0,56800.0,20170120
-17200.0,200.0,-17400.0,-19200.0,-19400.0,20170123
0.0,0.0,0.0,0.0,0.0,20170124
0.0,0.0,0.0,0.0,0.0,20170125
7700.0,200.0,7500.0,8400.0,8200.0,20170126
-36350.0,450.0,-36800.0,-37700.0,-38150.0,20170203
4500.0,0.0,4500.0,4750.0,4750.0,20170206
-17250.0,250.0,-17500.0,-18250.0,-18500.0,20170207
0.0,0.0,0.0,0.0,0.0,20170208
0.0,0.0,0.0,0.0,0.0,20170209
-6400.0,100.0,-6500.0,-6400.0,-6500.0,20170210
24000.0,100.0,23900.0,23600.0,23500.0,20170213
-12800.0,200.0,-13000.0,-12800.0,-13000.0,20170214
0.0,0.0,0.0,0.0,0.0,20170215
0.0,0.0,0.0,0.0,0.0,20170216
0.0,0.0,0.0,0.0,0.0,20170217
0.0,0.0,0.0,0.0,0.0,20170220
0.0,0.0,0.0,0.0,0.0,20170221
0.0,0.0,0.0,0.0,0.0,20170222
0.0,0.0,0.0,0.0,0.0,20170223
0.0,0.0,0.0,0.0,0.0,20170224
0.0,0.0,0.0,0.0,0.0,20170227
-10800.0,400.0,-11200.0,0.0,-400.0,20170228
-800.0,200.0,-1000.0,0.0,-200.0,20170301
