C,stockdate,symbol,totalposition,profit,comm,equity
0.0,2017-01-16 23:59:00,zn,16.0,,,
22540.0,2017-01-17 09:10:43,zn,14.0,1803200.0,50.0,1803150.0
22540.0,2017-01-17 09:10:43,zn,12.0,0.0,50.0,-50.0
22590.0,2017-01-17 09:12:43,zn,11.0,3000.0,25.0,2975.0
22590.0,2017-01-17 09:12:43,zn,10.0,0.0,25.0,-25.0
22590.0,2017-01-17 09:12:43,zn,8.0,0.0,50.0,-50.0
22580.0,2017-01-17 09:24:43,zn,7.0,-400.0,25.0,-425.0
22580.0,2017-01-17 09:24:43,zn,6.0,0.0,25.0,-25.0
22565.0,2017-01-17 09:26:46,zn,4.0,-450.0,50.0,-500.0
22565.0,2017-01-17 09:26:46,zn,2.0,0.0,50.0,-50.0
22560.0,2017-01-17 09:28:44,zn,1.0,-50.0,25.0,-75.0
22560.0,2017-01-17 09:28:44,zn,0.0,0.0,25.0,-25.0
22460.0,2017-01-17 09:32:43,zn,-2.0,-0.0,50.0,-50.0
22465.0,2017-01-17 09:34:43,zn,-4.0,-50.0,50.0,-100.0
22365.0,2017-01-17 09:51:43,zn,-6.0,2000.0,50.0,1950.0
22365.0,2017-01-17 09:51:43,zn,-5.0,-0.0,25.0,-25.0
22360.0,2017-01-17 09:54:44,zn,-7.0,125.0,50.0,75.0
22360.0,2017-01-17 09:54:44,zn,-8.0,-0.0,25.0,-25.0
22235.0,2017-01-17 10:06:14,zn,-10.0,5000.0,50.0,4950.0
22255.0,2017-01-17 10:10:43,zn,-11.0,-1000.0,25.0,-1025.0
22250.0,2017-01-17 10:10:43,zn,-12.0,275.0,25.0,250.0
22260.0,2017-01-17 10:31:08,zn,-13.0,-600.0,25.0,-625.0
22255.0,2017-01-17 10:31:08,zn,-16.0,325.0,75.0,250.0
22230.0,2017-01-18 09:10:48,zn,-12.0,2000.0,100.0,1900.0
22240.0,2017-01-18 09:12:52,zn,-8.0,-600.0,100.0,-700.0
22265.0,2017-01-18 09:24:54,zn,-6.0,-1000.0,50.0,-1050.0
22250.0,2017-01-18 09:26:47,zn,-4.0,450.0,50.0,400.0
22260.0,2017-01-18 09:28:50,zn,-2.0,-200.0,50.0,-250.0
22445.0,2017-01-18 09:34:48,zn,0.0,-1850.0,50.0,-1900.0
22395.0,2017-01-18 14:59:00,zn,0.0,-0.0,0.0,-0.0
22300.0,2017-01-19 14:59:00,zn,0.0,-0.0,0.0,-0.0
22070.0,2017-01-20 14:16:08,zn,-2.0,-0.0,50.0,-50.0
22145.0,2017-01-20 14:59:00,zn,-2.0,-750.0,0.0,-750.0
