day,Col_sum,Col_sum_zl
20161011,23050.0,23580.0
20161012,20810.0,23860.0
20161013,7475.0,8850.0
20161014,19235.0,21105.0
20161015,47370.0,48930.0
20161017,12425.0,7270.0
20161018,-4970.0,605.0
20161019,-20850.0,-21380.0
20161020,28575.0,27230.0
20161021,-23820.0,-23830.0
20161022,-5810.0,-2440.0
20161024,42480.0,42375.0
20161025,107865.0,104550.0
20161026,1920.0,7590.0
20161027,-26450.0,-24745.0
20161028,32710.0,29610.0
20161029,16755.0,13595.0
20161031,48785.0,46935.0
20161101,-12495.0,-16780.0
20161102,43655.0,43860.0
20161103,19065.0,19470.0
20161104,-2065.0,2505.0
20161105,33325.0,36830.0
20161107,75055.0,76120.0
20161108,-9350.0,-4325.0
20161109,-47285.0,-46100.0
20161110,89090.0,95740.0
20161111,77500.0,58700.0
20161112,-71520.0,-80050.0
20161114,-11275.0,20790.0
20161115,-8140.0,-7545.0
20161116,-45290.0,-50965.0
20161117,4845.0,3260.0
20161118,2275.0,-1435.0
20161119,2705.0,3700.0
20161121,-17595.0,-19030.0
20161122,50210.0,39140.0
20161123,-20935.0,-35455.0
20161124,52150.0,34900.0
20161125,28700.0,47920.0
20161126,16395.0,12675.0
20161128,28305.0,33185.0
20161129,-57630.0,-73820.0
20161130,20505.0,-6200.0
20161201,-65545.0,-66795.0
20161202,32830.0,35190.0
20161203,-7255.0,-10810.0
20161205,73685.0,81655.0
20161206,4040.0,-1115.0
20161207,70170.0,71140.0
20161208,-64030.0,-68650.0
20161209,16860.0,12555.0
20161210,-2915.0,-2050.0
20161212,-76665.0,-82565.0
20161213,-24045.0,-26720.0
20161214,-11370.0,-10305.0
20161215,-90255.0,-92260.0
20161216,-13330.0,-4205.0
20161217,14705.0,129235.0
20161219,69305.0,58785.0
20161220,149500.0,149570.0
20161221,-39810.0,-45120.0
20161222,137300.0,139915.0
20161223,45895.0,39205.0
20161224,-11060.0,-16560.0
20161226,120805.0,126680.0
20161227,-77675.0,-82195.0
20161228,5825.0,5765.0
20161229,-2420.0,-2780.0
20161230,3300.0,1615.0
20170103,-1220.0,-1905.0
20170104,-43810.0,-51715.0
20170105,3100.0,7430.0
20170106,-28420.0,-30150.0
20170107,-22930.0,-22900.0
20170109,6835.0,3555.0
20170110,87830.0,84800.0
20170111,5810.0,5265.0
20170112,8935.0,9445.0
20170113,2195.0,-360.0
20170114,52480.0,49680.0
20170116,73410.0,74180.0
20170117,-47710.0,-50570.0
20170118,-23105.0,-21760.0
20170119,875.0,-2775.0
20170120,-57355.0,-63515.0
20170121,9920.0,9620.0
20170123,15070.0,15920.0
20170124,-65015.0,-66645.0
20170125,65830.0,66345.0
20170126,46630.0,47200.0
20170203,-29830.0,-31325.0
20170204,20190.0,19990.0
20170206,111180.0,111020.0
20170207,-83075.0,-87590.0
20170208,-31145.0,-36400.0
20170209,-67505.0,-70650.0
20170210,59625.0,58905.0
20170211,99470.0,104695.0
20170213,58880.0,49045.0
20170214,44010.0,48980.0
20170215,-153805.0,-153700.0
