day,Col_sum,Col_sum_zl
20161011,65470.0,67670.0
20161012,75625.0,81460.0
20161013,-18930.0,-17095.0
20161014,104620.0,103145.0
20161017,7050.0,925.0
20161018,118060.0,127400.0
20161019,-6095.0,-4920.0
20161020,127410.0,126740.0
20161021,-13530.0,-9340.0
20161024,234235.0,238095.0
20161025,192330.0,185180.0
20161026,54455.0,73755.0
20161027,-133170.0,-131800.0
20161028,260470.0,257525.0
20161031,167100.0,161780.0
20161101,17250.0,4645.0
20161102,-209805.0,-237620.0
20161103,137205.0,145065.0
20161104,22290.0,31055.0
20161107,398915.0,408980.0
20161108,-48815.0,-47705.0
20161109,282410.0,278630.0
20161110,655895.0,807845.0
20161111,595805.0,590345.0
20161114,-870870.0,-860445.0
20161115,-68205.0,-70470.0
20161116,-172255.0,-221075.0
20161117,21800.0,22065.0
20161118,35895.0,31250.0
20161121,-31125.0,-32145.0
20161122,43760.0,4005.0
20161123,-65845.0,-110350.0
20161124,137515.0,98895.0
20161125,46185.0,87485.0
20161128,190150.0,183160.0
20161129,-221080.0,-276810.0
20161130,6575.0,36855.0
20161201,-118220.0,-96960.0
20161202,40975.0,63275.0
20161205,112435.0,110780.0
20161206,16895.0,5235.0
20161207,273780.0,270320.0
20161208,-151930.0,-166355.0
20161209,-7535.0,-18070.0
20161212,27930.0,14665.0
20161213,86075.0,80835.0
20161214,-19560.0,-29180.0
20161215,-156485.0,-166465.0
20161216,-71245.0,-4815.0
20161219,18805.0,92215.0
20161220,148070.0,145975.0
20161221,-19755.0,-26320.0
20161222,285215.0,287715.0
20161223,-13800.0,-25830.0
20161226,382495.0,380535.0
20161227,-222805.0,-235330.0
20161228,-63875.0,-71435.0
20161229,-22975.0,-34650.0
20161230,25745.0,5590.0
20170103,103885.0,94265.0
20170104,-150325.0,-164780.0
20170105,-56465.0,-53285.0
20170106,37215.0,35475.0
20170109,-166290.0,-172440.0
20170110,38065.0,36025.0
20170111,-35295.0,-38555.0
20170112,22450.0,21700.0
20170113,-9740.0,-13120.0
20170116,226920.0,222370.0
20170117,-206660.0,-215550.0
20170118,47030.0,47845.0
20170119,-17120.0,-21145.0
20170120,-35935.0,-41845.0
20170123,37950.0,39975.0
20170124,-60320.0,-67010.0
20170125,54830.0,54090.0
20170126,31625.0,29015.0
20170203,-198545.0,-203575.0
20170206,111790.0,106830.0
20170207,-136810.0,-147965.0
20170208,-59795.0,-74655.0
20170209,-87370.0,-91700.0
20170210,209685.0,209645.0
20170213,467480.0,465090.0
20170214,22050.0,23965.0
20170215,-437675.0,-447595.0
