stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2016-12-30 14:59:00,1794.0,1789.0,-135.0,,,,,
2016-12-30 14:59:00,1794.0,1789.0,-135.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-03 14:59:00,1796.0,1787.0,-135.0,-2700.0,2700.0,0.0,-2700.0,2700.0
2017-01-03 14:59:00,1796.0,1787.0,-135.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-04 10:04:00,1811.0,1802.0,-93.0,-20250.0,-20250.0,420.0,-20670.0,-20670.0
2017-01-04 10:30:00,1816.0,1807.0,-62.0,-4650.0,-4650.0,310.0,-4960.0,-4960.0
2017-01-04 10:43:00,1815.0,1806.0,-42.0,620.0,620.0,200.0,420.0,420.0
2017-01-04 11:29:00,1817.0,1808.0,0.0,-840.0,-840.0,420.0,-1260.0,-1260.0
2017-01-04 13:34:00,1824.0,1815.0,31.0,0.0,0.0,310.0,-310.0,-310.0
2017-01-04 13:35:00,1824.0,1815.0,42.0,0.0,0.0,110.0,-110.0,-110.0
2017-01-04 13:39:00,1825.0,1816.0,62.0,420.0,420.0,200.0,220.0,220.0
2017-01-04 13:49:00,1823.0,1814.0,83.0,-1240.0,-1240.0,210.0,-1450.0,-1450.0
2017-01-04 13:56:00,1822.0,1813.0,145.0,-830.0,-830.0,620.0,-1450.0,-1450.0
2017-01-04 14:59:00,1818.0,1809.0,145.0,-5800.0,-5800.0,0.0,-5800.0,-5800.0
2017-01-04 14:59:00,1818.0,1809.0,145.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 09:28:00,1818.0,1809.0,125.0,0.0,0.0,200.0,-200.0,-200.0
2017-01-05 13:59:00,1815.0,1806.0,104.0,-3750.0,-3750.0,210.0,-3960.0,-3960.0
2017-01-05 14:49:00,1805.0,1796.0,83.0,-10400.0,-10400.0,210.0,-10610.0,-10610.0
2017-01-05 14:59:00,1805.0,1796.0,-21.0,0.0,0.0,1040.0,-1040.0,-1040.0
2017-01-05 14:59:00,1805.0,1796.0,-21.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-06 09:34:00,1812.0,1803.0,-42.0,-1470.0,-1470.0,210.0,-1680.0,-1680.0
2017-01-06 09:51:00,1807.0,1798.0,-62.0,2100.0,2100.0,200.0,1900.0,1900.0
2017-01-06 10:05:00,1806.0,1797.0,-83.0,620.0,620.0,210.0,410.0,410.0
2017-01-06 10:54:00,1803.0,1794.0,-104.0,2490.0,2490.0,210.0,2280.0,2280.0
2017-01-06 11:00:00,1799.0,1790.0,-135.0,4160.0,4160.0,310.0,3850.0,3850.0
2017-01-06 11:22:00,1799.0,1790.0,-177.0,-0.0,-0.0,420.0,-420.0,-420.0
2017-01-06 14:59:57,1782.0,1772.0,-177.0,30090.0,31860.0,0.0,30090.0,31860.0
2017-01-06 14:59:57,1782.0,1772.0,-177.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-09 14:59:00,1782.0,1772.0,-177.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-09 14:59:00,1782.0,1772.0,-177.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-10 14:59:00,1774.0,1764.0,-177.0,14160.0,14160.0,0.0,14160.0,14160.0
2017-01-10 14:59:00,1774.0,1764.0,-177.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-11 10:04:00,1784.0,1774.0,-166.0,-17700.0,-17700.0,110.0,-17810.0,-17810.0
2017-01-11 14:59:00,1777.0,1767.0,-166.0,11620.0,11620.0,0.0,11620.0,11620.0
2017-01-11 14:59:00,1777.0,1767.0,-166.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-12 09:32:00,1782.0,1772.0,-156.0,-8300.0,-8300.0,100.0,-8400.0,-8400.0
2017-01-12 11:00:00,1767.0,1757.0,-166.0,23400.0,23400.0,100.0,23300.0,23300.0
2017-01-12 11:09:00,1771.0,1761.0,-177.0,-6640.0,-6640.0,110.0,-6750.0,-6750.0
2017-01-12 14:59:00,1779.0,1769.0,-177.0,-14160.0,-14160.0,0.0,-14160.0,-14160.0
2017-01-12 14:59:00,1779.0,1769.0,-177.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-13 09:20:00,1796.0,1786.0,-166.0,-30090.0,-30090.0,110.0,-30200.0,-30200.0
2017-01-13 09:21:00,1796.0,1786.0,-135.0,-0.0,-0.0,310.0,-310.0,-310.0
2017-01-13 09:24:00,1793.0,1783.0,-125.0,4050.0,4050.0,100.0,3950.0,3950.0
2017-01-13 09:25:00,1793.0,1783.0,-104.0,-0.0,-0.0,210.0,-210.0,-210.0
2017-01-13 09:26:00,1794.0,1784.0,-42.0,-1040.0,-1040.0,620.0,-1660.0,-1660.0
2017-01-13 09:32:00,1797.0,1787.0,-31.0,-1260.0,-1260.0,110.0,-1370.0,-1370.0
2017-01-13 09:34:00,1798.0,1788.0,-10.0,-310.0,-310.0,210.0,-520.0,-520.0
2017-01-13 09:38:00,1797.0,1787.0,10.0,100.0,100.0,200.0,-100.0,-100.0
2017-01-13 09:45:00,1798.0,1788.0,31.0,100.0,100.0,210.0,-110.0,-110.0
2017-01-13 09:49:00,1800.0,1790.0,52.0,620.0,620.0,210.0,410.0,410.0
2017-01-13 09:57:00,1801.0,1791.0,114.0,520.0,520.0,620.0,-100.0,-100.0
2017-01-13 10:05:00,1806.0,1796.0,125.0,5700.0,5700.0,110.0,5590.0,5590.0
2017-01-13 14:59:59,1796.0,1786.0,125.0,-12500.0,-12500.0,0.0,-12500.0,-12500.0
2017-01-13 14:59:59,1796.0,1786.0,125.0,0.0,0.0,0.0,0.0,0.0
2017-01-16 14:59:00,1828.0,1817.0,125.0,40000.0,38750.0,0.0,40000.0,38750.0
2017-01-16 14:59:00,1828.0,1817.0,125.0,0.0,0.0,0.0,0.0,0.0
2017-01-17 14:59:00,1824.0,1812.0,125.0,-5000.0,-6250.0,0.0,-5000.0,-6250.0
2017-01-17 14:59:00,1824.0,1812.0,125.0,0.0,0.0,0.0,0.0,0.0
2017-01-18 14:59:00,1850.0,1837.0,125.0,32500.0,31250.0,0.0,32500.0,31250.0
2017-01-18 14:59:00,1850.0,1837.0,125.0,0.0,0.0,0.0,0.0,0.0
2017-01-19 09:28:00,1842.0,1829.0,114.0,-10000.0,-10000.0,110.0,-10110.0,-10110.0
2017-01-19 14:59:00,1847.0,1829.0,114.0,5700.0,0.0,0.0,5700.0,0.0
2017-01-19 14:59:00,1847.0,1829.0,114.0,0.0,0.0,0.0,0.0,0.0
2017-01-20 14:59:54,1836.0,1817.0,114.0,-12540.0,-13680.0,0.0,-12540.0,-13680.0
2017-01-20 14:59:54,1836.0,1817.0,114.0,0.0,0.0,0.0,0.0,0.0
2017-01-23 09:28:00,1848.0,1829.0,125.0,13680.0,13680.0,110.0,13570.0,13570.0
2017-01-23 14:59:00,1857.0,1838.0,125.0,11250.0,11250.0,0.0,11250.0,11250.0
2017-01-23 14:59:00,1857.0,1838.0,125.0,0.0,0.0,0.0,0.0,0.0
2017-01-24 14:18:00,1841.0,1820.0,93.0,-20000.0,-22500.0,320.0,-20320.0,-22820.0
2017-01-24 14:59:00,1841.0,1820.0,83.0,0.0,0.0,100.0,-100.0,-100.0
2017-01-24 14:59:00,1841.0,1820.0,83.0,0.0,0.0,0.0,0.0,0.0
2017-01-25 09:10:00,1825.0,1804.0,73.0,-13280.0,-13280.0,100.0,-13380.0,-13380.0
