profit,comm,equity,day
-36330.0,1520.0,-37850.0,20170104
-4260.0,300.0,-4560.0,20170105
-5260.0,520.0,-5780.0,20170106
13780.0,720.0,13060.0,20170109
21280.0,0.0,21280.0,20170110
17360.0,0.0,17360.0,20170111
-39650.0,560.0,-40210.0,20170112
0.0,0.0,0.0,20170113
-3850.0,240.0,-4090.0,20170116
2230.0,720.0,1510.0,20170117
2080.0,0.0,2080.0,20170118
2560.0,640.0,1920.0,20170119
54830.0,60.0,54770.0,20170120
-7980.0,0.0,-7980.0,20170121
-11540.0,140.0,-11680.0,20170123
5880.0,320.0,5560.0,20170124
460.0,40.0,420.0,20170125
-1420.0,80.0,-1500.0,20170126
4300.0,0.0,4300.0,20170203
1840.0,0.0,1840.0,20170204
100.0,40.0,60.0,20170206
0.0,0.0,0.0,20170207
-60.0,40.0,-100.0,20170208
-520.0,0.0,-520.0,20170209
-80.0,740.0,-820.0,20170210
37380.0,0.0,37380.0,20170211
12390.0,180.0,12210.0,20170213
13680.0,0.0,13680.0,20170214
