profit,comm,equity,day
-32240.0,4970.0,-37210.0,20170104
-17240.0,3910.0,-21150.0,20170105
33360.0,2180.0,31180.0,20170106
0.0,0.0,0.0,20170109
12480.0,0.0,12480.0,20170110
-5540.0,310.0,-5850.0,20170111
-5170.0,510.0,-5680.0,20170112
-28010.0,2600.0,-30610.0,20170113
32240.0,0.0,32240.0,20170116
-5200.0,0.0,-5200.0,20170117
26000.0,0.0,26000.0,20170118
-8320.0,0.0,-8320.0,20170119
-12480.0,0.0,-12480.0,20170120
21840.0,0.0,21840.0,20170123
-18830.0,330.0,-19160.0,20170124
-15930.0,930.0,-16860.0,20170125
0.0,0.0,0.0,20170126
3170.0,1980.0,1190.0,20170203
53040.0,0.0,53040.0,20170206
-20280.0,0.0,-20280.0,20170207
14040.0,0.0,14040.0,20170208
-26770.0,1780.0,-28550.0,20170209
-100.0,300.0,-400.0,20170210
200.0,260.0,-60.0,20170213
4640.0,0.0,4640.0,20170214
