profit,comm,equity,day
-5450.0,650.0,-6100.0,20170104
10050.0,180.0,9870.0,20170105
-14150.0,1000.0,-15150.0,20170106
-28670.0,1890.0,-30560.0,20170109
-25500.0,1160.0,-26660.0,20170110
-34580.0,1040.0,-35620.0,20170111
-5330.0,170.0,-5500.0,20170112
-18780.0,1850.0,-20630.0,20170113
-35190.0,1340.0,-36530.0,20170116
3620.0,780.0,2840.0,20170117
-11880.0,1440.0,-13320.0,20170118
46860.0,60.0,46800.0,20170119
-65430.0,980.0,-66410.0,20170120
-8120.0,610.0,-8730.0,20170123
7340.0,170.0,7170.0,20170124
840.0,0.0,840.0,20170125
-8950.0,1250.0,-10200.0,20170126
-21580.0,1030.0,-22610.0,20170203
-35490.0,780.0,-36270.0,20170206
3780.0,0.0,3780.0,20170207
-35400.0,1120.0,-36520.0,20170208
13600.0,460.0,13140.0,20170209
-4680.0,0.0,-4680.0,20170210
-15480.0,570.0,-16050.0,20170213
-7770.0,360.0,-8130.0,20170214
