profit,comm,equity,day
1680.0,1390.0,290.0,20170104
-10060.0,1040.0,-11100.0,20170105
-7350.0,5340.0,-12690.0,20170106
9800.0,0.0,9800.0,20170109
7000.0,0.0,7000.0,20170110
-5600.0,0.0,-5600.0,20170111
-4330.0,1140.0,-5470.0,20170112
-27470.0,4580.0,-32050.0,20170113
24320.0,260.0,24060.0,20170116
-8900.0,0.0,-8900.0,20170117
67640.0,0.0,67640.0,20170118
-7120.0,0.0,-7120.0,20170119
10680.0,0.0,10680.0,20170120
16020.0,0.0,16020.0,20170123
-23140.0,0.0,-23140.0,20170124
-14730.0,1780.0,-16510.0,20170125
0.0,0.0,0.0,20170126
3300.0,630.0,2670.0,20170203
12010.0,500.0,11510.0,20170206
-130.0,130.0,-260.0,20170207
0.0,0.0,0.0,20170208
0.0,0.0,0.0,20170209
-2030.0,1150.0,-3180.0,20170210
130.0,320.0,-190.0,20170213
-5700.0,510.0,-6210.0,20170214
