profit,comm,equity,day
-400.0,200.0,-600.0,20170104
-5500.0,700.0,-6200.0,20170105
-15000.0,1900.0,-16900.0,20170106
-21800.0,1550.0,-23350.0,20170109
19950.0,1600.0,18350.0,20170110
78750.0,0.0,78750.0,20170111
-13500.0,0.0,-13500.0,20170112
31500.0,0.0,31500.0,20170113
41250.0,0.0,41250.0,20170116
-49600.0,750.0,-50350.0,20170117
-1700.0,50.0,-1750.0,20170118
-600.0,100.0,-700.0,20170119
3250.0,0.0,3250.0,20170120
-2400.0,0.0,-2400.0,20170121
-2350.0,100.0,-2450.0,20170123
1100.0,0.0,1100.0,20170124
2650.0,50.0,2600.0,20170125
3900.0,0.0,3900.0,20170126
-9800.0,400.0,-10200.0,20170203
4400.0,0.0,4400.0,20170204
-5200.0,350.0,-5550.0,20170206
-6250.0,0.0,-6250.0,20170207
-15200.0,950.0,-16150.0,20170208
-13750.0,50.0,-13800.0,20170209
14350.0,900.0,13450.0,20170210
91300.0,0.0,91300.0,20170211
34100.0,200.0,33900.0,20170213
-350.0,50.0,-400.0,20170214
