profit,comm,equity,day
,,,20170103
-4050.0,450.0,-4500.0,20170104
-8350.0,550.0,-8900.0,20170105
9600.0,300.0,9300.0,20170106
5450.0,600.0,4850.0,20170109
18000.0,0.0,18000.0,20170110
17100.0,0.0,17100.0,20170111
39050.0,350.0,38700.0,20170112
1050.0,0.0,1050.0,20170113
35550.0,0.0,35550.0,20170116
-10900.0,150.0,-11050.0,20170117
0.0,0.0,0.0,20170118
-6750.0,1400.0,-8150.0,20170119
55350.0,300.0,55050.0,20170120
-16950.0,200.0,-17150.0,20170123
0.0,0.0,0.0,20170124
0.0,0.0,0.0,20170125
11350.0,200.0,11150.0,20170126
-32500.0,400.0,-32900.0,20170203
-1200.0,50.0,-1250.0,20170206
-3000.0,50.0,-3050.0,20170207
0.0,0.0,0.0,20170208
0.0,0.0,0.0,20170209
0.0,0.0,0.0,20170210
0.0,0.0,0.0,20170213
0.0,0.0,0.0,20170214
