profit,comm,equity,day
-7750.0,700.0,-8450.0,20170104
-240.0,160.0,-400.0,20170105
0.0,0.0,0.0,20170106
0.0,0.0,0.0,20170109
-2110.0,540.0,-2650.0,20170110
-8270.0,1080.0,-9350.0,20170111
5700.0,0.0,5700.0,20170112
1520.0,0.0,1520.0,20170113
0.0,0.0,0.0,20170116
-4360.0,210.0,-4570.0,20170117
-3330.0,160.0,-3490.0,20170118
2340.0,550.0,1790.0,20170119
-9430.0,1790.0,-11220.0,20170120
49300.0,2450.0,46850.0,20170123
-2160.0,0.0,-2160.0,20170124
50760.0,0.0,50760.0,20170125
-3240.0,0.0,-3240.0,20170126
-4080.0,160.0,-4240.0,20170203
60410.0,300.0,60110.0,20170206
-20520.0,0.0,-20520.0,20170207
11880.0,70.0,11810.0,20170208
-32700.0,1680.0,-34380.0,20170209
-6780.0,1360.0,-8140.0,20170210
-11730.0,770.0,-12500.0,20170213
2700.0,0.0,2700.0,20170214
