stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2016-11-29 14:59:00,585.5,577.0,-0.0,,,,,
2016-11-30 14:59:00,561.0,556.0,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01 14:59:00,600.5,595.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-02 14:59:00,579.0,574.0,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05 14:59:00,607.5,605.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-06 14:59:00,606.5,604.5,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-06 14:59:00,606.5,604.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-07 14:59:00,646.0,644.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-08 14:59:00,636.5,635.0,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09 14:59:00,619.0,618.0,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09 14:59:00,619.0,618.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-12 09:46:00,652.5,652.0,6.0,-0.0,-0.0,150.0,-150.0,-150.0
2016-12-12 14:59:00,636.0,635.5,-0.0,-9900.0,-9900.0,150.0,-10050.0,-10050.0
2016-12-12 14:59:00,636.0,635.5,6.0,-0.0,-0.0,150.0,-150.0,-150.0
2016-12-13 14:59:00,645.5,645.5,-0.0,5700.0,6000.0,150.0,5550.0,5850.0
2016-12-13 14:59:00,645.5,645.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-14 09:46:00,614.5,615.0,-6.0,0.0,0.0,150.0,-150.0,-150.0
2016-12-14 10:38:00,610.0,610.5,-11.0,2700.0,2700.0,125.0,2575.0,2575.0
2016-12-14 11:29:00,613.0,614.0,-6.0,-3300.0,-3850.0,125.0,-3425.0,-3975.0
2016-12-14 14:59:00,604.0,605.0,-6.0,5400.0,5400.0,0.0,5400.0,5400.0
2016-12-14 14:59:00,604.0,605.0,-6.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-15 11:20:00,613.5,615.0,-0.0,-5700.0,-6000.0,150.0,-5850.0,-6150.0
2016-12-15 14:59:00,607.0,608.5,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-16 14:59:00,590.5,608.5,-0.0,0.0,-0.0,0.0,0.0,-0.0
2016-12-16 14:59:00,590.5,608.5,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-19 14:59:00,559.0,560.0,-0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20 14:59:00,566.0,568.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
2016-12-21 14:59:00,570.5,573.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
