stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-01-05 14:29:00,18205.0,18170.0,-4.0,,,,,
2017-01-05 14:29:00,18205.0,18170.0,-4.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-05 14:59:00,18115.0,18075.0,-4.0,3600.0,3800.0,0.0,3600.0,3800.0
2017-01-05 14:59:00,18115.0,18075.0,-4.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-06 09:02:00,18080.0,18045.0,-2.0,1400.0,1200.0,100.0,1300.0,1100.0
2017-01-06 14:59:00,17895.0,17855.0,-2.0,3700.0,3800.0,0.0,3700.0,3800.0
2017-01-06 14:59:00,17895.0,17855.0,-2.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-09 09:29:00,18500.0,18465.0,0.0,-12100.0,-12200.0,100.0,-12200.0,-12300.0
2017-01-09 09:59:00,18650.0,18625.0,4.0,0.0,0.0,200.0,-200.0,-200.0
2017-01-09 14:59:00,19000.0,18970.0,4.0,14000.0,13800.0,0.0,14000.0,13800.0
2017-01-09 14:59:00,19000.0,18970.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-10 14:59:00,19295.0,19270.0,4.0,11800.0,12000.0,0.0,11800.0,12000.0
2017-01-10 14:59:00,19295.0,19270.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-11 14:59:00,19595.0,19555.0,4.0,12000.0,11400.0,0.0,12000.0,11400.0
2017-01-11 14:59:00,19595.0,19555.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-12 14:59:00,20330.0,20295.0,4.0,29400.0,29600.0,0.0,29400.0,29600.0
2017-01-12 14:59:00,20330.0,20295.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-13 14:59:00,20355.0,20330.0,4.0,1000.0,1400.0,0.0,1000.0,1400.0
2017-01-13 14:59:00,20355.0,20330.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-16 14:59:00,21550.0,21515.0,4.0,47800.0,47400.0,0.0,47800.0,47400.0
2017-01-16 14:59:00,21550.0,21515.0,4.0,0.0,0.0,0.0,0.0,0.0
2017-01-17 11:29:00,21150.0,21105.0,0.0,-16000.0,-16400.0,200.0,-16200.0,-16600.0
2017-01-17 13:30:00,20945.0,20900.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-17 14:59:00,21295.0,21250.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-17 14:59:00,21295.0,21250.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18 14:59:00,21340.0,21295.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18 14:59:00,21340.0,21295.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-19 11:29:00,21420.0,21385.0,4.0,0.0,0.0,200.0,-200.0,-200.0
2017-01-19 13:30:00,21385.0,21355.0,4.0,-1400.0,-1200.0,0.0,-1400.0,-1200.0
2017-01-19 14:29:00,21145.0,21115.0,-4.0,-9600.0,-9600.0,400.0,-10000.0,-10000.0
2017-01-19 14:59:00,21180.0,21155.0,-4.0,-1400.0,-1600.0,0.0,-1400.0,-1600.0
2017-01-19 14:59:00,21180.0,21155.0,-4.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-20 14:59:00,19775.0,19735.0,-4.0,56200.0,56800.0,0.0,56200.0,56800.0
2017-01-20 14:59:00,19775.0,19735.0,-4.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-23 09:29:00,20205.0,20215.0,0.0,-17200.0,-19200.0,200.0,-17400.0,-19400.0
2017-01-23 14:59:00,19850.0,19845.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-23 14:59:00,19850.0,19845.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-24 14:59:00,20235.0,20240.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-24 14:59:00,20235.0,20240.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-25 14:59:00,20230.0,20220.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
