stockdate,C,totalposition,profit,comm,equity
2017-01-17 00:00:00,,8.0,,,
2017-01-17 00:02:00,,8.0,,0.0,
2017-01-17 00:03:00,,8.0,,0.0,
2017-01-17 00:04:00,,8.0,,0.0,
2017-01-17 00:05:00,,8.0,,0.0,
2017-01-17 00:06:00,,8.0,,0.0,
2017-01-17 00:07:00,,8.0,,0.0,
2017-01-17 00:08:00,,8.0,,0.0,
2017-01-17 00:09:00,,8.0,,0.0,
2017-01-17 00:10:00,,8.0,,0.0,
2017-01-17 00:11:00,,8.0,,0.0,
2017-01-17 00:12:00,,8.0,,0.0,
2017-01-17 00:13:00,,8.0,,0.0,
2017-01-17 00:14:00,,8.0,,0.0,
2017-01-17 00:15:00,,8.0,,0.0,
2017-01-17 00:16:00,,8.0,,0.0,
2017-01-17 00:17:00,,8.0,,0.0,
2017-01-17 00:18:00,,8.0,,0.0,
2017-01-17 00:19:00,,8.0,,0.0,
2017-01-17 00:20:00,,8.0,,0.0,
2017-01-17 00:21:00,,8.0,,0.0,
2017-01-17 00:22:00,,8.0,,0.0,
2017-01-17 00:23:00,,8.0,,0.0,
2017-01-17 00:24:00,,8.0,,0.0,
2017-01-17 00:25:00,,8.0,,0.0,
2017-01-17 00:26:00,,8.0,,0.0,
2017-01-17 00:27:00,,8.0,,0.0,
2017-01-17 00:28:00,,8.0,,0.0,
2017-01-17 00:29:00,,8.0,,0.0,
2017-01-17 00:31:00,,8.0,,0.0,
2017-01-17 00:32:00,,8.0,,0.0,
2017-01-17 00:33:00,,8.0,,0.0,
2017-01-17 00:34:00,,8.0,,0.0,
2017-01-17 00:35:00,,8.0,,0.0,
2017-01-17 00:36:00,,8.0,,0.0,
2017-01-17 00:37:00,,8.0,,0.0,
2017-01-17 00:38:00,,8.0,,0.0,
2017-01-17 00:39:00,,8.0,,0.0,
2017-01-17 00:40:00,,8.0,,0.0,
2017-01-17 00:41:00,,8.0,,0.0,
2017-01-17 00:42:00,,8.0,,0.0,
2017-01-17 00:43:00,,8.0,,0.0,
2017-01-17 00:44:00,,8.0,,0.0,
2017-01-17 00:45:00,,8.0,,0.0,
2017-01-17 00:46:00,,8.0,,0.0,
2017-01-17 00:47:00,,8.0,,0.0,
2017-01-17 00:48:00,,8.0,,0.0,
2017-01-17 00:49:00,,8.0,,0.0,
2017-01-17 00:50:00,,8.0,,0.0,
2017-01-17 00:51:00,,8.0,,0.0,
2017-01-17 00:52:00,,8.0,,0.0,
2017-01-17 00:53:00,,8.0,,0.0,
2017-01-17 00:54:00,,8.0,,0.0,
2017-01-17 00:55:00,,8.0,,0.0,
2017-01-17 00:56:00,,8.0,,0.0,
2017-01-17 00:57:00,,8.0,,0.0,
2017-01-17 00:58:00,,8.0,,0.0,
2017-01-17 00:59:00,,8.0,,0.0,
2017-01-17 01:01:00,,8.0,,0.0,
2017-01-17 01:02:00,,8.0,,0.0,
2017-01-17 01:03:00,,8.0,,0.0,
2017-01-17 01:04:00,,8.0,,0.0,
2017-01-17 01:05:00,,8.0,,0.0,
2017-01-17 01:06:00,,8.0,,0.0,
2017-01-17 01:07:00,,8.0,,0.0,
2017-01-17 01:08:00,,8.0,,0.0,
2017-01-17 01:09:00,,8.0,,0.0,
2017-01-17 01:10:00,,8.0,,0.0,
2017-01-17 01:11:00,,8.0,,0.0,
2017-01-17 01:12:00,,8.0,,0.0,
2017-01-17 01:13:00,,8.0,,0.0,
2017-01-17 01:14:00,,8.0,,0.0,
2017-01-17 01:15:00,,8.0,,0.0,
2017-01-17 01:16:00,,8.0,,0.0,
2017-01-17 01:17:00,,8.0,,0.0,
2017-01-17 01:18:00,,8.0,,0.0,
2017-01-17 01:19:00,,8.0,,0.0,
2017-01-17 01:20:00,,8.0,,0.0,
2017-01-17 01:21:00,,8.0,,0.0,
2017-01-17 01:22:00,,8.0,,0.0,
2017-01-17 01:23:00,,8.0,,0.0,
2017-01-17 01:24:00,,8.0,,0.0,
2017-01-17 01:25:00,,8.0,,0.0,
2017-01-17 01:26:00,,8.0,,0.0,
2017-01-17 01:27:00,,8.0,,0.0,
2017-01-17 01:28:00,,8.0,,0.0,
2017-01-17 01:30:00,,8.0,,0.0,
2017-01-17 01:31:00,,8.0,,0.0,
2017-01-17 01:32:00,,8.0,,0.0,
2017-01-17 01:33:00,,8.0,,0.0,
2017-01-17 01:34:00,,8.0,,0.0,
2017-01-17 01:35:00,,8.0,,0.0,
2017-01-17 01:36:00,,8.0,,0.0,
2017-01-17 01:37:00,,8.0,,0.0,
2017-01-17 01:38:00,,8.0,,0.0,
2017-01-17 01:39:00,,8.0,,0.0,
2017-01-17 01:40:00,,8.0,,0.0,
2017-01-17 01:41:00,,8.0,,0.0,
2017-01-17 01:42:00,,8.0,,0.0,
2017-01-17 01:43:00,,8.0,,0.0,
2017-01-17 01:44:00,,8.0,,0.0,
2017-01-17 01:45:00,,8.0,,0.0,
2017-01-17 01:46:00,,8.0,,0.0,
2017-01-17 01:47:00,,8.0,,0.0,
2017-01-17 01:48:00,,8.0,,0.0,
2017-01-17 01:49:00,,8.0,,0.0,
2017-01-17 01:50:00,,8.0,,0.0,
2017-01-17 01:51:00,,8.0,,0.0,
2017-01-17 01:52:00,,8.0,,0.0,
2017-01-17 01:53:00,,8.0,,0.0,
2017-01-17 01:54:00,,8.0,,0.0,
2017-01-17 01:55:00,,8.0,,0.0,
2017-01-17 01:56:00,,8.0,,0.0,
2017-01-17 01:57:00,,8.0,,0.0,
2017-01-17 01:58:00,,8.0,,0.0,
2017-01-17 02:00:00,,8.0,,0.0,
2017-01-17 02:01:00,,8.0,,0.0,
2017-01-17 02:02:00,,8.0,,0.0,
2017-01-17 02:03:00,,8.0,,0.0,
2017-01-17 02:04:00,,8.0,,0.0,
2017-01-17 02:05:00,,8.0,,0.0,
2017-01-17 02:06:00,,8.0,,0.0,
2017-01-17 02:07:00,,8.0,,0.0,
2017-01-17 02:08:00,,8.0,,0.0,
2017-01-17 02:09:00,,8.0,,0.0,
2017-01-17 02:10:00,,8.0,,0.0,
2017-01-17 02:11:00,,8.0,,0.0,
2017-01-17 02:12:00,,8.0,,0.0,
2017-01-17 02:13:00,,8.0,,0.0,
2017-01-17 02:14:00,,8.0,,0.0,
2017-01-17 02:15:00,,8.0,,0.0,
2017-01-17 02:16:00,,8.0,,0.0,
2017-01-17 02:17:00,,8.0,,0.0,
2017-01-17 02:18:00,,8.0,,0.0,
2017-01-17 02:19:00,,8.0,,0.0,
2017-01-17 02:20:00,,8.0,,0.0,
2017-01-17 02:21:00,,8.0,,0.0,
2017-01-17 02:22:00,,8.0,,0.0,
2017-01-17 02:23:00,,8.0,,0.0,
2017-01-17 02:24:00,,8.0,,0.0,
2017-01-17 02:25:00,,8.0,,0.0,
2017-01-17 02:26:00,,8.0,,0.0,
2017-01-17 02:27:00,,8.0,,0.0,
2017-01-17 02:28:00,,8.0,,0.0,
2017-01-17 02:30:00,,8.0,,0.0,
2017-01-17 02:31:00,,8.0,,0.0,
2017-01-17 02:32:00,,8.0,,0.0,
2017-01-17 08:56:00,,8.0,,0.0,
2017-01-17 08:57:00,,8.0,,0.0,
2017-01-17 08:58:00,,8.0,,0.0,
2017-01-17 08:59:00,,8.0,,0.0,
2017-01-17 09:00:00,10220.0,8.0,,0.0,
2017-01-17 09:01:00,10240.0,8.0,800.0,0.0,800.0
2017-01-17 09:02:00,10240.0,8.0,0.0,0.0,0.0
2017-01-17 09:03:00,10220.0,8.0,-800.0,0.0,-800.0
2017-01-17 09:04:00,10230.0,8.0,400.0,0.0,400.0
2017-01-17 09:05:00,10185.0,8.0,-1800.0,0.0,-1800.0
2017-01-17 09:06:00,10195.0,8.0,400.0,0.0,400.0
2017-01-17 09:07:00,10200.0,8.0,200.0,0.0,200.0
2017-01-17 09:08:00,10190.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:09:00,10210.0,8.0,800.0,0.0,800.0
2017-01-17 09:10:00,10190.0,8.0,-800.0,0.0,-800.0
2017-01-17 09:11:00,10195.0,8.0,200.0,0.0,200.0
2017-01-17 09:12:00,10210.0,8.0,600.0,0.0,600.0
2017-01-17 09:13:00,10225.0,8.0,600.0,0.0,600.0
2017-01-17 09:14:00,10210.0,8.0,-600.0,0.0,-600.0
2017-01-17 09:15:00,10230.0,8.0,800.0,0.0,800.0
2017-01-17 09:16:00,10230.0,8.0,0.0,0.0,0.0
2017-01-17 09:17:00,10230.0,8.0,0.0,0.0,0.0
2017-01-17 09:18:00,10240.0,8.0,400.0,0.0,400.0
2017-01-17 09:19:00,10245.0,8.0,200.0,0.0,200.0
2017-01-17 09:20:00,10240.0,8.0,-200.0,0.0,-200.0
2017-01-17 09:21:00,10240.0,8.0,0.0,0.0,0.0
2017-01-17 09:22:00,10230.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:23:00,10230.0,8.0,0.0,0.0,0.0
2017-01-17 09:24:00,10245.0,8.0,600.0,0.0,600.0
2017-01-17 09:26:00,10275.0,8.0,1200.0,0.0,1200.0
2017-01-17 09:27:00,10265.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:28:00,10275.0,8.0,400.0,0.0,400.0
2017-01-17 09:29:00,10275.0,8.0,0.0,0.0,0.0
2017-01-17 09:30:00,10265.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:31:00,10255.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:32:00,10255.0,8.0,0.0,0.0,0.0
2017-01-17 09:33:00,10260.0,8.0,200.0,0.0,200.0
2017-01-17 09:34:00,10270.0,8.0,400.0,0.0,400.0
2017-01-17 09:35:00,10265.0,8.0,-200.0,0.0,-200.0
2017-01-17 09:36:00,10255.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:37:00,10260.0,8.0,200.0,0.0,200.0
2017-01-17 09:38:00,10250.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:39:00,10250.0,8.0,0.0,0.0,0.0
2017-01-17 09:40:00,10255.0,8.0,200.0,0.0,200.0
2017-01-17 09:41:00,10265.0,8.0,400.0,0.0,400.0
2017-01-17 09:42:00,10255.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:43:00,10260.0,8.0,200.0,0.0,200.0
2017-01-17 09:44:00,10260.0,8.0,0.0,0.0,0.0
2017-01-17 09:45:00,10275.0,8.0,600.0,0.0,600.0
2017-01-17 09:46:00,10265.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:47:00,10270.0,8.0,200.0,0.0,200.0
2017-01-17 09:48:00,10265.0,8.0,-200.0,0.0,-200.0
2017-01-17 09:49:00,10270.0,8.0,200.0,0.0,200.0
2017-01-17 09:50:00,10260.0,8.0,-400.0,0.0,-400.0
2017-01-17 09:51:00,10270.0,8.0,400.0,0.0,400.0
2017-01-17 09:52:00,10300.0,8.0,1200.0,0.0,1200.0
2017-01-17 09:53:00,10285.0,8.0,-600.0,0.0,-600.0
2017-01-17 09:55:00,10220.0,8.0,-2600.0,0.0,-2600.0
2017-01-17 09:56:00,10200.0,8.0,-800.0,0.0,-800.0
2017-01-17 09:57:00,10205.0,8.0,200.0,0.0,200.0
2017-01-17 09:58:00,10215.0,8.0,400.0,0.0,400.0
2017-01-17 09:59:00,10160.0,8.0,-2200.0,0.0,-2200.0
2017-01-17 10:00:00,10180.0,8.0,800.0,0.0,800.0
2017-01-17 10:01:00,10165.0,8.0,-600.0,0.0,-600.0
2017-01-17 10:02:00,10185.0,8.0,800.0,0.0,800.0
2017-01-17 10:03:00,10170.0,8.0,-600.0,0.0,-600.0
2017-01-17 10:04:00,10175.0,8.0,200.0,0.0,200.0
2017-01-17 10:05:00,10190.0,8.0,600.0,0.0,600.0
2017-01-17 10:06:00,10190.0,8.0,0.0,0.0,0.0
2017-01-17 10:07:00,10195.0,8.0,200.0,0.0,200.0
2017-01-17 10:08:00,10190.0,8.0,-200.0,0.0,-200.0
2017-01-17 10:09:00,10195.0,8.0,200.0,0.0,200.0
2017-01-17 10:10:00,10200.0,8.0,200.0,0.0,200.0
2017-01-17 10:11:00,10200.0,8.0,0.0,0.0,0.0
2017-01-17 10:12:00,10200.0,8.0,0.0,0.0,0.0
