stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-02-13 08:55:00,,,27.0,,,,,
2017-02-13 08:57:00,,,27.0,,,0.0,,
2017-02-13 08:58:00,,,27.0,,,0.0,,
2017-02-13 08:59:00,,,27.0,,,0.0,,
2017-02-13 09:00:00,23925.0,23890.0,27.0,,,0.0,,
2017-02-13 09:01:00,23955.0,23910.0,27.0,4050.0,2700.0,0.0,4050.0,2700.0
2017-02-13 09:02:00,24020.0,23980.0,27.0,8775.0,9450.0,0.0,8775.0,9450.0
2017-02-13 09:03:00,24100.0,24070.0,27.0,10800.0,12150.0,0.0,10800.0,12150.0
2017-02-13 09:04:00,24185.0,24150.0,27.0,11475.0,10800.0,0.0,11475.0,10800.0
2017-02-13 09:05:00,24085.0,24045.0,27.0,-13500.0,-14175.0,0.0,-13500.0,-14175.0
2017-02-13 09:06:00,24110.0,24070.0,27.0,3375.0,3375.0,0.0,3375.0,3375.0
2017-02-13 09:07:00,24135.0,24095.0,27.0,3375.0,3375.0,0.0,3375.0,3375.0
2017-02-13 09:08:00,24165.0,24130.0,27.0,4050.0,4725.0,0.0,4050.0,4725.0
2017-02-13 09:09:00,24305.0,24270.0,27.0,18900.0,18900.0,0.0,18900.0,18900.0
2017-02-13 09:10:00,24210.0,24170.0,27.0,-12825.0,-13500.0,0.0,-12825.0,-13500.0
2017-02-13 09:11:00,24175.0,24130.0,27.0,-4725.0,-5400.0,0.0,-4725.0,-5400.0
2017-02-13 09:12:00,24195.0,24155.0,27.0,2700.0,3375.0,0.0,2700.0,3375.0
2017-02-13 09:13:00,24210.0,24170.0,27.0,2025.0,2025.0,0.0,2025.0,2025.0
2017-02-13 09:14:00,24140.0,24090.0,27.0,-9450.0,-10800.0,0.0,-9450.0,-10800.0
2017-02-13 09:15:00,24165.0,24120.0,27.0,3375.0,4050.0,0.0,3375.0,4050.0
2017-02-13 09:16:00,24175.0,24130.0,27.0,1350.0,1350.0,0.0,1350.0,1350.0
2017-02-13 09:17:00,24205.0,24160.0,27.0,4050.0,4050.0,0.0,4050.0,4050.0
2017-02-13 09:18:00,24195.0,24150.0,27.0,-1350.0,-1350.0,0.0,-1350.0,-1350.0
2017-02-13 09:19:00,24195.0,24145.0,27.0,0.0,-675.0,0.0,0.0,-675.0
2017-02-13 09:20:00,24195.0,24155.0,27.0,0.0,1350.0,0.0,0.0,1350.0
2017-02-13 09:21:00,24180.0,24125.0,27.0,-2025.0,-4050.0,0.0,-2025.0,-4050.0
2017-02-13 09:22:00,24100.0,24050.0,27.0,-10800.0,-10125.0,0.0,-10800.0,-10125.0
