stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2016-12-30 14:59:00,4274.0,4283.0,0.0,,,,,
2016-12-30 14:59:00,4274.0,4283.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03 14:59:00,4216.0,4217.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-03 14:59:00,4216.0,4217.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 14:59:00,4276.0,4285.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04 14:59:00,4276.0,4285.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05 14:59:00,4256.0,4260.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-05 14:59:00,4256.0,4260.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06 09:29:00,4298.0,4307.0,13.0,0.0,0.0,130.0,-130.0,-130.0
2017-01-06 14:59:00,4261.0,4267.0,0.0,-4810.0,-5200.0,130.0,-4940.0,-5330.0
2017-01-06 14:59:00,4261.0,4267.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09 09:29:00,4220.0,4224.0,-32.0,-0.0,-0.0,320.0,-320.0,-320.0
2017-01-09 09:59:00,4220.0,4224.0,-39.0,-0.0,-0.0,70.0,-70.0,-70.0
2017-01-09 14:59:00,4206.0,4211.0,-39.0,5460.0,5070.0,0.0,5460.0,5070.0
2017-01-09 14:59:00,4206.0,4211.0,-39.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-10 14:59:00,4162.0,4169.0,-39.0,17160.0,16380.0,0.0,17160.0,16380.0
2017-01-10 14:59:00,4162.0,4169.0,-39.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-11 14:59:00,4166.0,4174.0,-39.0,-1560.0,-1950.0,0.0,-1560.0,-1950.0
2017-01-11 14:59:00,4166.0,4174.0,-39.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-12 14:59:00,4106.0,4112.0,-39.0,23400.0,24180.0,0.0,23400.0,24180.0
2017-01-12 14:59:00,4106.0,4112.0,-39.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-13 09:59:00,4178.0,4185.0,0.0,-28080.0,-28470.0,390.0,-28470.0,-28860.0
2017-01-13 14:59:00,4141.0,4147.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-13 14:59:00,4141.0,4147.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-16 14:59:00,4218.0,4232.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-16 14:59:00,4218.0,4232.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-17 14:59:00,4216.0,4230.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-17 14:59:00,4216.0,4230.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18 13:59:00,4255.0,4270.0,6.0,0.0,0.0,60.0,-60.0,-60.0
2017-01-18 14:59:00,4249.0,4264.0,6.0,-360.0,-360.0,0.0,-360.0,-360.0
2017-01-18 14:59:00,4249.0,4264.0,6.0,0.0,0.0,0.0,0.0,0.0
2017-01-19 14:59:00,4272.0,4287.0,6.0,1380.0,1380.0,0.0,1380.0,1380.0
2017-01-19 14:59:00,4272.0,4287.0,6.0,0.0,0.0,0.0,0.0,0.0
2017-01-20 14:29:00,4223.0,4238.0,0.0,-2940.0,-2940.0,60.0,-3000.0,-3000.0
2017-01-20 14:59:00,4206.0,4219.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-20 14:59:00,4206.0,4219.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-23 11:29:00,4160.0,4171.0,-19.0,-0.0,-0.0,190.0,-190.0,-190.0
2017-01-23 14:59:00,4170.0,4182.0,-19.0,-1900.0,-2090.0,0.0,-1900.0,-2090.0
2017-01-23 14:59:00,4170.0,4182.0,-19.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-24 14:59:00,4200.0,4214.0,-19.0,-5700.0,-6080.0,0.0,-5700.0,-6080.0
2017-01-24 14:59:00,4200.0,4214.0,-19.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-25 14:59:00,4176.0,4191.0,-19.0,4560.0,4370.0,0.0,4560.0,4370.0
2017-01-25 14:59:00,4176.0,4191.0,-19.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-01-26 13:59:00,4225.0,4242.0,26.0,-9310.0,-9690.0,450.0,-9760.0,-10140.0
